fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
24/07/2021 06:31:08,CASETAS,MAZDA,Amery Mckay,88375785 7245,SUSANA,8966 Eget Rd.,"$9,186",556-628-1446,K7A 0T0
05/08/2021 03:27:51,PAGO DIRECTO,MAZDA,Mariko Mcguire,56826035 8444,RAMIRO,7508 Diam. St.,"$4,562",556-346-5816,Z6P 8M9
19/04/2020 09:09:45,COMBUSTIBLE,GNP,Rashad Riddle,65216445 8882,MARISOL,"P.O. Box 929, 459 Diam St.","$4,982",557-416-9575,E7F 3Y8
14/06/2020 05:52:34,AUXILIO VIAL,GONER,Fredericka Holloway,82500282 4828,SUEMY,Ap #825-8946 Congue. Road,"$4,058",553-147-4741,B7O 0C1
23/01/2020 01:04:13,COMBUSTIBLE,GNP,Lev Buchanan,97903599 4183,MARISOL,9253 Amet Street,"$7,861",555-674-4965,D1Q 3H2
16/07/2021 12:57:24,URGENCIAS HOSPITAL,GENERAL MOTORS,Ina Wheeler,54539811 1238,RIGOBERTO,5729 Mattis St.,"$4,125",558-772-3715,G5L 9F3
01/05/2021 10:27:30,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Alisa Richards,35684867 8602,TANIA,"362-5559 Id, Ave","$8,602",559-861-2586,X1N 7K6
03/06/2020 01:04:01,AUXILIO VIAL,GONER,Fredericka Aguilar,76914226 1636,RIGOBERTO,283-2388 Lectus St.,"$2,826",555-811-8251,W6L 9L8
13/11/2020 03:17:36,COMBUSTIBLE,MAPFRE SEGUROS,Rylee Cook,47333166 9555,EDGAR,388-8502 A St.,$106,553-684-1661,F8R 6Y7
20/08/2021 11:13:39,AUXILIO VIAL,GONER,Xander Hammond,96654611 8284,SUSANA,Ap #356-3626 Mauris St.,"$1,243",558-310-8824,V7E 6V3
23/04/2021 05:49:54,PAGO DIRECTO,GNP,Felicia Glass,64635471 5916,RIGOBERTO,960-8551 Duis Rd.,"$2,440",556-642-6727,A9V 5M8
03/01/2020 02:30:49,CASETAS,GNP,Vladimir Nolan,21123076 4558,TANIA,"P.O. Box 601, 7938 Nascetur St.","$5,953",557-662-3618,G8V 6W8
22/10/2020 12:04:23,COMBUSTIBLE,MAZDA,Zeus Hart,22157923 7987,SUEMY,"4904 Erat, St.","$3,528",559-882-2442,O7L 5R9
12/09/2021 11:16:58,AUXILIO VIAL,SEGUROS ATLAS,Brielle Murphy,67758526 0875,ANDRES,Ap #800-2996 Dui. St.,$915,554-779-5432,C1V 1C9
08/05/2020 11:11:15,URGENCIAS HOSPITAL,SEGUROS ATLAS,Madison Nielsen,88573347 3301,MARISOL,294-9831 Nunc Ave,"$1,977",556-269-4717,Q4Q 7P7
24/01/2021 03:16:14,CASETAS,MAZDA,Emi Franklin,41554175 7258,ANDRES,727-8581 Cras St.,"$9,985",558-567-2227,J5W 8S4
05/03/2020 06:59:34,COMBUSTIBLE,SEGUROS ATLAS,Reed Daniel,26372161 2357,EDGAR,"P.O. Box 545, 4838 Eleifend St.","$8,846",557-321-1546,U6Q 4F9
18/02/2021 02:16:27,URGENCIAS HOSPITAL,SEGUROS ATLAS,Abel Sykes,28215582 3498,ANDRES,655-682 Luctus Rd.,"$7,531",555-611-7624,F7R 4M8
21/07/2020 01:29:42,AUXILIO VIAL,GONER,Daria Cunningham,04741438 9751,RIGOBERTO,"P.O. Box 114, 2420 Nec, St.","$9,180",553-118-8551,P3W 2L4
02/06/2020 08:38:20,PAGO DIRECTO,SEGUROS ATLAS,Malik Avery,49668132 3863,ANDRES,Ap #687-2680 Diam. St.,"$3,309",558-731-6688,N5N 7D7
20/12/2020 05:35:29,GRUA,GONER,Victor Gentry,60763181 6505,CESAR,808-2186 Fusce Avenue,"$7,577",558-568-6116,H5M 1E5
03/11/2021 06:59:58,GRUA,MAZDA,Aaron Spencer,33767681 0534,CESAR,Ap #531-7059 Nullam Rd.,"$8,304",556-662-4115,A3Z 8W1
15/01/2022 10:23:32,PAGO DIRECTO,GENERAL MOTORS,Quynn Vargas,82887512 3899,CESAR,344-792 Eu Street,"$1,329",552-634-5249,I8T 8A3
30/09/2020 11:14:27,GRUA,GNP,Ariel Yang,01246251 1592,SUEMY,"P.O. Box 428, 7632 Luctus Road","$3,148",553-494-8656,I7H 3N1
27/05/2021 01:08:37,URGENCIAS HOSPITAL,SEGUROS ATLAS,Cheryl Velez,56119950 5125,SUEMY,108-8858 Fringilla. Road,"$6,714",555-178-8283,H5Q 0Z8
02/07/2021 12:42:10,URGENCIAS HOSPITAL,GONER,Ila Mcbride,42230979 8417,TANIA,"Ap #971-446 Et, Rd.","$5,339",553-544-8782,N2M 1L8
15/05/2021 11:23:58,URGENCIAS HOSPITAL,GONER,Vera Booth,26445361 1327,SUSANA,855-6255 Enim Street,"$4,296",553-312-7756,D1J 3I5
11/11/2021 05:59:54,GRUA,GONER,Thaddeus Dalton,57003132 8542,EDGAR,Ap #626-7155 Ac St.,"$7,947",551-912-1276,E0K 0R5
05/01/2022 07:20:32,PAGO DIRECTO,SEGUROS ATLAS,Ruth Griffin,04716487 7601,SUSANA,Ap #567-7091 Diam Road,"$9,347",553-855-8070,R1U 9T6
06/01/2020 11:58:43,AUXILIO VIAL,SEGUROS ATLAS,Sylvia Mayo,64474646 7161,CESAR,2926 Phasellus St.,"$3,898",557-274-9243,Q0I 7F4
19/12/2020 02:58:26,COMBUSTIBLE,GNP,Inez Clark,21875476 5223,RIGOBERTO,Ap #651-5936 Dictum Rd.,"$1,593",553-798-8159,S8P 8W1
13/02/2022 05:49:29,GRUA,SEGUROS ATLAS,Abra Raymond,77464451 1923,EDGAR,197-5421 Semper Av.,"$1,346",555-847-3759,X5H 6T1
02/05/2021 02:09:28,CASETAS,GONER,Hammett Stokes,42138361 2155,SUEMY,Ap #879-6850 Dictum. Avenue,$104,559-344-4448,R7V 4N5
11/07/2020 04:05:26,GRUA,SEGUROS ATLAS,Tobias Vaughn,09883316 7131,TANIA,Ap #594-1911 Sollicitudin Ave,"$3,213",559-726-6606,V3R 7H3
26/01/2022 11:42:49,COMBUSTIBLE,GENERAL MOTORS,Halee Moody,12040678 1734,MARISOL,"P.O. Box 861, 2926 Sapien. Avenue","$8,223",555-312-8412,Q9C 6W3
23/08/2020 12:12:04,GRUA,MAPFRE SEGUROS,Carlos Fuller,92536456 4089,RAMIRO,2739 Ac Av.,"$1,891",555-370-6976,X9L 4Y9
19/02/2020 08:08:02,COMBUSTIBLE,SEGUROS ATLAS,Christopher Dunlap,69859345 2026,MARISOL,1890 Aliquam St.,"$1,084",556-675-3378,L7F 8J5
