fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
29/10/2020 02:58:49,CASETAS,SEGUROS ATLAS,Cooper Finch,48467415 9444,MARISOL,Ap #616-2820 Adipiscing Rd.,$58,553-730-6513,T0W 2B5
03/06/2020 08:43:56,GRUA,MAPFRE SEGUROS,David Mcpherson,78828608 5221,SUSANA,646-1435 Volutpat. St.,"$2,254",555-489-2348,A2F 5X3
26/07/2020 09:52:42,URGENCIAS HOSPITAL,GENERAL MOTORS,Faith Gibson,44986495 0725,RAMIRO,8592 Elit St.,"$6,501",554-886-0178,Y1W 3G4
27/04/2020 08:45:34,COMBUSTIBLE,MAZDA,Marah Bishop,92628924 6167,SUSANA,"854-7982 Eu, Rd.","$2,444",554-603-3074,B4C 0L4
23/04/2020 07:21:26,CASETAS,MAZDA,Katelyn Jordan,81378152 7197,ANDRES,Ap #658-6809 Facilisis Av.,"$3,249",556-301-1179,L6T 8A6
29/12/2020 06:02:03,GRUA,MAZDA,Roanna Schultz,55308685 6947,RAMIRO,Ap #528-2547 Aliquet Av.,$134,554-675-0163,V6G 2L5
25/06/2021 06:04:57,AUXILIO VIAL,MAZDA,Steven Wise,16475772 3608,SUSANA,8379 Ac Road,"$8,573",559-817-5443,F1O 4S9
27/02/2021 06:26:04,CASETAS,GENERAL MOTORS,MacKensie Reed,88089160 4752,RAMIRO,Ap #992-6111 Tempor St.,"$7,100",553-437-5757,G7W 7M9
15/03/2022 08:35:06,PAGO DIRECTO,GONER,Lydia Donaldson,54341566 6244,CESAR,Ap #971-5232 Maecenas St.,"$7,598",556-426-6756,U1E 3U1
18/09/2021 06:26:56,URGENCIAS HOSPITAL,MAZDA,Nasim Wynn,41551206 4854,TANIA,514-9272 Cubilia Av.,"$9,336",558-905-8874,P1H 8L4
15/08/2020 07:56:15,GRUA,MAPFRE SEGUROS,Kitra Burris,63789563 9549,RIGOBERTO,"P.O. Box 927, 5396 Sed, Av.","$8,897",553-463-9440,D6S 3T3
28/10/2021 04:22:30,AUXILIO VIAL,MAPFRE SEGUROS,Althea Frederick,79283698 6145,SUSANA,7501 Magna Ave,"$3,886",557-531-5084,R1O 3K3
10/04/2020 02:38:48,COMBUSTIBLE,GONER,Hu Galloway,13117468 6165,CESAR,754-2181 Aliquet Road,$575,554-371-3718,F1N 4R4
