fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
07/02/2021 08:19:21,URGENCIAS HOSPITAL,SEGUROS ATLAS,Marcia Talley,47223213 6063,TANIA,"1979 Vitae, Av.","$6,519",551-220-1891,E2X 8V2
09/10/2021 04:20:03,COMBUSTIBLE,MAPFRE SEGUROS,Quinn Burns,64713082 8614,RAMIRO,Ap #980-5436 Tempor Ave,"$3,879",556-262-6505,V1U 1D2
22/11/2021 08:50:36,URGENCIAS HOSPITAL,MAZDA,Leah Sanchez,82616284 0826,ANDRES,9771 Duis Street,"$2,376",554-232-7057,B4N 1Y3
07/01/2021 04:39:48,PAGO DIRECTO,GONER,Lewis West,68215518 8109,EDGAR,9476 Sit Street,"$2,177",553-552-2175,Y0V 3L8
11/04/2020 11:51:29,PAGO DIRECTO,GONER,Connor Bryant,62572783 5864,RIGOBERTO,Ap #762-8673 Magna. Rd.,"$7,457",553-613-5258,C8B 7Y2
05/11/2021 11:33:49,CASETAS,GENERAL MOTORS,Shelby Blackwell,16574613 6852,CESAR,899-8720 Tempor Street,"$1,922",554-764-2901,F1C 0Y2
19/11/2021 07:39:20,AUXILIO VIAL,GONER,Bruce Horn,52792582 8223,TANIA,"P.O. Box 457, 6148 Ornare Rd.","$3,660",554-711-1518,L9G 8I4
24/10/2021 06:27:51,AUXILIO VIAL,SEGUROS ATLAS,Medge Clayton,39658757 0414,CESAR,Ap #473-1272 Varius St.,$214,556-448-8604,E4Q 8S0
26/09/2020 05:54:31,GRUA,GENERAL MOTORS,Hedda Osborne,40646615 9958,MARISOL,206-9083 Nam Ave,"$1,780",553-854-1052,E7B 0N4
26/01/2021 06:08:50,GRUA,GONER,Molly Wright,23659814 5796,TANIA,Ap #900-8033 Urna. Avenue,"$9,057",553-855-4382,T2J 5P5
03/07/2020 11:38:43,AUXILIO VIAL,MAZDA,Herman Sandoval,26624295 3336,EDGAR,602-2463 Facilisis Rd.,"$7,623",559-215-9402,M1V 7O6
