fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
08/03/2022 01:31:21,URGENCIAS HOSPITAL,GENERAL MOTORS,Carla Eaton,61782204 6471,RIGOBERTO,"444-839 Dui, Av.","$8,180",552-748-6645,I1D 9B6
04/04/2022 11:06:44,CASETAS,SEGUROS ATLAS,Laurel Potter,75314833 6231,SUSANA,Ap #428-7921 Amet Rd.,"$2,095",552-708-4553,Q2T 2H5
07/03/2022 03:38:46,AUXILIO VIAL,SEGUROS ATLAS,Aaron Lott,42348686 5212,CESAR,Ap #835-4821 Luctus St.,"$9,883",552-200-2571,C7P 7Y1
27/01/2020 03:35:41,COMBUSTIBLE,GENERAL MOTORS,Quail Kemp,57705255 7328,SUEMY,819-283 Nunc Rd.,"$6,729",555-600-9075,F0E 7S2
07/01/2022 01:30:32,COMBUSTIBLE,GONER,Jameson Juarez,65148323 4915,TANIA,257-4560 Rutrum Street,$104,556-857-4788,D8B 4C7
15/08/2021 11:14:09,PAGO DIRECTO,GONER,Allegra Miles,64834276 3924,ANDRES,"P.O. Box 764, 1818 Quisque Street","$3,996",552-451-2494,I1F 6H4
06/03/2022 05:02:17,PAGO DIRECTO,SEGUROS ATLAS,Patricia Chang,58347352 9173,RIGOBERTO,438-3785 Litora St.,$60,558-402-3811,S6L 2B5
13/05/2020 05:09:29,CASETAS,MAPFRE SEGUROS,Kelly Gray,01202526 7281,CESAR,8352 Lectus Road,"$4,447",554-970-6135,U6C 3M8
05/03/2022 11:37:17,CASETAS,SEGUROS ATLAS,Basia Hubbard,28657174 5230,EDGAR,781-1422 Nullam Av.,"$5,678",558-823-2760,M8K 0F2
21/02/2020 04:35:59,AUXILIO VIAL,GONER,Scarlet Blackburn,37335114 3321,RIGOBERTO,385-1122 Arcu. St.,"$7,280",551-278-3714,K1O 6K6
23/11/2021 06:19:17,CASETAS,GNP,Kamal Phelps,77348386 3535,TANIA,571-7947 Nascetur Rd.,"$6,107",552-526-3171,V2R 2U3
23/03/2020 07:31:25,COMBUSTIBLE,MAPFRE SEGUROS,Georgia Price,94015280 5264,SUSANA,Ap #180-9393 Sed Av.,"$2,601",554-764-3046,U3R 8R4
29/03/2020 10:52:08,AUXILIO VIAL,GONER,Priscilla Luna,24561136 3789,ANDRES,"P.O. Box 736, 1706 Tristique Rd.","$8,275",557-852-8460,G1B 1X7
05/06/2021 07:27:59,PAGO DIRECTO,MAZDA,Sopoline Medina,49517694 4587,EDGAR,Ap #444-6147 Malesuada Rd.,"$6,535",557-541-1726,V2E 0L6
06/03/2022 10:02:51,PAGO DIRECTO,MAZDA,Burke Sutton,25441532 0853,RIGOBERTO,239-4721 Nulla St.,"$7,637",557-232-5734,M6C 8K9
18/09/2020 04:57:15,CASETAS,GNP,Lavinia Levy,66880823 8773,SUSANA,827-7959 Phasellus Av.,"$7,614",552-220-9404,G5I 4D7
12/04/2020 11:58:54,GRUA,MAZDA,Tallulah Joyner,04015215 1286,RAMIRO,Ap #510-3201 Nulla Ave,"$8,824",558-978-2859,E6L 8X9
29/12/2020 10:22:36,AUXILIO VIAL,GENERAL MOTORS,Salvador Curtis,36123650 2714,SUSANA,Ap #621-7771 Sem Street,"$4,440",556-201-5563,R8B 1V5
04/12/2021 04:00:48,AUXILIO VIAL,MAPFRE SEGUROS,Mannix Oneal,34646727 8217,RIGOBERTO,Ap #803-2331 Vivamus Rd.,"$8,561",555-625-4932,W6A 6O9
04/07/2021 10:36:36,COMBUSTIBLE,GENERAL MOTORS,Giselle Mcneil,30352762 8381,RAMIRO,Ap #203-5358 Iaculis Ave,"$2,453",554-248-6231,W3Q 2R6
15/02/2021 10:55:08,PAGO DIRECTO,MAZDA,Olivia Reese,06373283 1782,TANIA,Ap #966-3536 Dictum St.,"$4,917",553-426-7143,Y8U 5H3
29/02/2020 03:12:07,PAGO DIRECTO,MAPFRE SEGUROS,Macey Chaney,35813117 6222,TANIA,"P.O. Box 530, 8536 Semper St.","$5,727",557-517-1337,O4E 5H7
02/07/2020 02:23:52,URGENCIAS HOSPITAL,SEGUROS ATLAS,Madeson Lindsay,82654553 7237,CESAR,"577 Nec, Rd.","$8,997",553-635-6495,Q7I 8I1
25/06/2021 03:30:56,PAGO DIRECTO,MAZDA,Morgan Mayer,83751210 6118,SUEMY,"P.O. Box 703, 4107 Ac Street","$1,229",555-926-8457,D8S 6O7
19/08/2020 01:00:24,GRUA,MAPFRE SEGUROS,Charles Brooks,88199357 7287,SUEMY,Ap #851-1565 Urna. Street,"$1,993",554-470-8564,P2Y 5R6
19/01/2020 06:27:40,GRUA,GENERAL MOTORS,Noelani Lamb,47931115 1051,EDGAR,"Ap #939-5778 Luctus, Street",$71,554-795-5795,K4U 6N2
31/05/2021 12:02:48,COMBUSTIBLE,GNP,Brenden Cherry,31426115 7624,RAMIRO,Ap #254-8527 Laoreet St.,"$2,938",557-102-6616,W0Q 7P4
28/04/2022 12:31:25,AUXILIO VIAL,GENERAL MOTORS,Jarrod Garza,21541936 2888,EDGAR,"3000 Lorem, Street","$5,832",551-878-9817,L6V 5C9
13/02/2020 12:52:33,GRUA,GNP,Keane Schneider,13266324 6586,RAMIRO,475-7007 Commodo Rd.,$936,556-173-6657,Y2K 9O3
03/04/2020 11:32:27,CASETAS,MAZDA,Tiger Medina,36424043 2726,TANIA,"P.O. Box 976, 6063 Elit. Avenue","$3,163",555-660-1192,H6O 5Y6
27/05/2020 08:45:15,CASETAS,GONER,Damon Riley,87633828 1633,SUEMY,"P.O. Box 960, 3192 Et, St.","$6,555",552-961-1221,W2R 8K5
26/01/2021 07:10:27,AUXILIO VIAL,GENERAL MOTORS,Jacqueline Long,41382523 8071,SUEMY,Ap #843-9853 Feugiat St.,"$1,692",553-867-5914,P5X 2D8
24/02/2022 06:31:28,GRUA,SEGUROS ATLAS,Diana Chen,18206786 1163,RIGOBERTO,Ap #279-2686 Donec Ave,"$4,293",552-803-1026,V6P 9R3
28/12/2020 03:23:28,CASETAS,GENERAL MOTORS,Astra Joyce,87422572 6675,TANIA,363-4518 Est. Rd.,"$1,993",554-377-6485,O5B 8T8
10/06/2020 05:33:54,CASETAS,GENERAL MOTORS,Meghan Pierce,54333352 7849,RAMIRO,"P.O. Box 173, 7378 Dui. St.","$8,287",557-332-4531,S0I 2Q1
