fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
29/11/2021 06:31:50,COMBUSTIBLE,MAPFRE SEGUROS,Tallulah Ayers,23710817 8568,RAMIRO,301-1751 Sed Av.,"$9,717",552-752-3271,U7T 1S4
08/04/2022 05:41:37,COMBUSTIBLE,GENERAL MOTORS,Damian Mann,88485563 2147,CESAR,Ap #318-2395 Molestie Rd.,"$4,366",553-310-4608,S4A 1O2
24/04/2022 05:19:37,AUXILIO VIAL,GONER,Mohammad Barlow,69857283 5468,RIGOBERTO,645-8628 Egestas Av.,"$1,830",554-639-5661,B2Q 4G3
13/07/2020 11:39:36,COMBUSTIBLE,MAPFRE SEGUROS,Dahlia Osborne,94603403 6416,SUEMY,"P.O. Box 798, 6026 Ornare Avenue","$3,962",555-571-6030,E6Y 8N0
20/03/2022 11:31:05,GRUA,MAZDA,Jin Jacobson,52102322 7271,RIGOBERTO,"268-4887 Tincidunt, Av.","$1,018",556-938-1313,K1E 5X7
01/11/2021 03:07:10,PAGO DIRECTO,GNP,Isaiah Haney,55601867 4956,SUEMY,472-9671 Ultricies St.,$387,552-537-8746,E8E 9L2
24/04/2021 03:04:50,AUXILIO VIAL,GNP,Aretha Alston,59301805 3585,RIGOBERTO,Ap #301-9692 Risus. Street,"$1,791",552-878-2371,R2H 2R7
29/11/2021 02:48:32,URGENCIAS HOSPITAL,SEGUROS ATLAS,Alea Short,83072584 5359,ANDRES,"P.O. Box 856, 1429 Eu, St.",$243,554-615-5288,G3J 3W5
22/11/2020 01:10:07,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Ava Byers,18272857 7766,RIGOBERTO,Ap #393-2884 Dignissim Avenue,"$4,070",552-727-3486,V2I 5V4
30/03/2020 10:20:21,COMBUSTIBLE,MAZDA,Forrest Bowen,32836545 5491,RIGOBERTO,173-3477 Nullam Avenue,$727,553-404-2731,C6D 8V8
11/01/2021 11:59:41,URGENCIAS HOSPITAL,GNP,Ariana Cunningham,88484705 2084,SUEMY,"Ap #423-8519 Urna, Road","$4,834",554-888-9452,H3E 7O9
19/09/2021 01:31:08,COMBUSTIBLE,MAPFRE SEGUROS,Luke Hutchinson,61316258 4073,ANDRES,6310 Vehicula. St.,"$4,871",554-767-5736,C6B 4B3
23/03/2020 09:43:08,URGENCIAS HOSPITAL,MAZDA,Ferdinand Dale,04366158 4172,RAMIRO,"P.O. Box 599, 5774 Donec Avenue",$419,557-513-9753,V8W 1Q3
20/12/2020 04:14:50,URGENCIAS HOSPITAL,MAZDA,Jelani Hartman,35701913 7966,EDGAR,"P.O. Box 155, 7471 Non, Road","$7,780",552-137-1477,Q3E 4C7
19/09/2021 11:32:08,AUXILIO VIAL,SEGUROS ATLAS,Xandra Harrison,64287034 3388,SUEMY,192-1683 Non Rd.,"$3,931",557-142-8215,F7Q 6J1
31/12/2021 04:02:02,COMBUSTIBLE,GENERAL MOTORS,Jenette Collins,37870485 4205,MARISOL,"Ap #799-3827 Fringilla, Rd.","$3,922",552-358-3343,F9C 2T6
17/01/2020 01:36:59,CASETAS,SEGUROS ATLAS,Latifah Allen,70182794 4101,SUSANA,Ap #624-8949 Lectus St.,"$6,248",556-588-2125,T6V 1R1
20/01/2021 02:19:42,URGENCIAS HOSPITAL,MAZDA,Quinn Burke,91833822 7662,TANIA,"5626 Eget, Ave","$7,562",559-967-1242,U8C 4Y4
29/10/2020 12:16:11,AUXILIO VIAL,GONER,Burke Goodman,76404318 4158,SUSANA,Ap #857-9239 Mollis Rd.,"$4,725",553-164-9455,B6S 4M8
01/03/2022 08:55:10,URGENCIAS HOSPITAL,GONER,Amos Reynolds,12245060 7468,CESAR,"6018 Ut, Street","$4,739",555-974-8632,A5C 6S7
08/04/2020 06:32:13,AUXILIO VIAL,MAPFRE SEGUROS,Garrett Nunez,49613464 6617,ANDRES,Ap #277-7459 Nullam Street,"$6,784",555-571-0467,K1K 9P3
30/12/2020 04:14:24,AUXILIO VIAL,GNP,Addison Boyle,74504139 8524,EDGAR,"252-346 Convallis, Street","$1,422",554-454-8464,C7C 1O7
13/04/2020 11:03:34,COMBUSTIBLE,GNP,Roth Hudson,35174961 9203,RAMIRO,"961-3882 A, St.","$7,486",556-783-4317,Y4J 7T7
11/10/2020 11:46:01,URGENCIAS HOSPITAL,GNP,Anjolie Fuentes,65116979 2144,CESAR,Ap #632-9488 Lacus. Road,"$1,319",554-590-2158,S7N 3B2
16/10/2021 10:09:46,URGENCIAS HOSPITAL,SEGUROS ATLAS,Evan Holman,93920662 9694,RAMIRO,768-1017 Sed Avenue,"$3,307",556-764-1341,R2T 3H8
05/05/2022 08:55:00,AUXILIO VIAL,GENERAL MOTORS,Nell Austin,75136841 2649,EDGAR,"P.O. Box 740, 3335 Parturient Avenue","$1,555",556-304-8606,K8N 3A2
23/11/2020 01:58:52,COMBUSTIBLE,SEGUROS ATLAS,Julian Barrett,51093675 4252,ANDRES,Ap #482-9134 Eleifend St.,"$6,498",552-755-0811,M7A 0V2
05/08/2021 08:55:59,URGENCIAS HOSPITAL,MAZDA,Rogan Benjamin,44336797 8621,RAMIRO,Ap #546-8967 Feugiat. Avenue,"$4,244",552-762-9552,H4N 0L6
15/03/2022 06:49:56,URGENCIAS HOSPITAL,GNP,Juliet Riggs,36332124 1682,MARISOL,Ap #942-9343 Massa St.,"$4,197",553-736-6474,Y2V 6F3
28/10/2021 06:29:30,CASETAS,GNP,Noble Hendrix,12569414 6238,ANDRES,176-2646 Lacus. St.,"$4,056",552-788-8243,K3B 4N6
23/02/2021 07:30:02,PAGO DIRECTO,SEGUROS ATLAS,Rama Patrick,94813489 6355,EDGAR,5178 Lacus. Road,"$3,183",556-272-2285,Q8H 4V0
04/03/2020 12:14:25,CASETAS,GONER,Beverly Dixon,32354757 3617,SUSANA,"P.O. Box 876, 4044 Nunc Avenue","$7,302",551-881-9168,K4Z 6R2
03/09/2021 11:20:46,PAGO DIRECTO,GONER,Ori Pennington,31837937 2653,TANIA,"P.O. Box 722, 4944 Consectetuer St.","$3,128",553-447-6452,G6M 3Y4
13/07/2020 04:54:06,URGENCIAS HOSPITAL,MAZDA,Hayes Moon,23763258 0543,SUSANA,690-5016 Ullamcorper St.,"$8,212",554-518-3311,L5C 1T9
24/02/2020 12:26:27,AUXILIO VIAL,MAPFRE SEGUROS,Palmer Sloan,51885687 7064,CESAR,2326 Lorem Rd.,"$5,533",557-885-6376,J8O 5T4
18/09/2020 07:32:39,COMBUSTIBLE,GONER,Ruth Vinson,07685608 1877,RIGOBERTO,8970 Convallis Street,"$2,898",557-413-1588,G4H 4A2
08/10/2021 04:12:31,URGENCIAS HOSPITAL,MAZDA,Tucker Sears,93455235 4897,SUSANA,Ap #536-5363 Quis Av.,"$9,139",556-440-2159,M8E 4T1
29/04/2021 11:11:56,CASETAS,SEGUROS ATLAS,Kathleen Bailey,15441208 5982,ANDRES,484-4316 Parturient Road,"$9,411",553-981-9808,M7C 8Y7
14/08/2021 05:56:27,PAGO DIRECTO,GENERAL MOTORS,Herman Evans,13281440 2851,MARISOL,Ap #859-1529 Quisque St.,"$1,594",555-596-2518,P5G 8J7
14/04/2020 08:46:42,AUXILIO VIAL,MAPFRE SEGUROS,Jason Sanders,41730165 5766,CESAR,5860 Pede. St.,"$6,698",551-624-3118,Y1G 6U9
25/08/2021 03:18:34,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Bruce Howell,80271823 7077,TANIA,"888-7282 Enim, Ave","$3,025",558-132-1482,Y3W 6O1
18/01/2020 08:09:36,COMBUSTIBLE,GNP,Galena Blake,83723727 6342,TANIA,Ap #428-9204 A Road,$986,553-415-8742,O4B 4T6
23/06/2020 05:04:52,CASETAS,MAPFRE SEGUROS,Rhea Booker,42647474 8733,SUSANA,233-7686 Elit. Rd.,"$3,314",555-486-9784,B4C 8I5
30/11/2020 09:48:07,PAGO DIRECTO,SEGUROS ATLAS,Sade Beck,73733858 2713,MARISOL,Ap #418-8353 Enim Ave,$701,552-510-0904,L2F 8R9
03/07/2020 01:48:57,CASETAS,MAZDA,Zachary Barber,35248114 8858,SUSANA,Ap #144-9177 Donec St.,"$2,860",555-623-5027,R5S 1C3
14/03/2020 04:03:40,PAGO DIRECTO,GNP,Ryan Hendrix,20277211 4167,CESAR,252-2155 Dui. Rd.,"$1,701",552-635-1128,L6G 1W5
01/02/2021 06:10:45,CASETAS,GENERAL MOTORS,Reuben Clayton,75375024 3198,RIGOBERTO,"P.O. Box 565, 4208 Diam Road","$9,792",555-703-7123,T6O 4N8
08/03/2021 06:57:20,GRUA,SEGUROS ATLAS,Ethan Brennan,54671752 9857,SUSANA,605-5052 In Road,"$3,582",557-886-3536,H1E 6I7
21/03/2021 06:19:22,URGENCIAS HOSPITAL,GONER,Hamish Brewer,56843329 8331,SUEMY,765-5862 Eu Rd.,"$2,526",553-482-2217,R4I 7S3
22/08/2021 01:41:56,CASETAS,SEGUROS ATLAS,Mechelle Frazier,95387778 0601,SUSANA,155-5323 Lorem Av.,"$3,403",555-804-5937,S0H 2F8
11/03/2022 12:35:18,URGENCIAS HOSPITAL,GONER,Sonia Oneil,16835663 4642,RIGOBERTO,Ap #323-4904 Tempus Ave,"$1,508",558-304-6843,B8X 8C9
26/11/2021 02:23:46,AUXILIO VIAL,MAPFRE SEGUROS,Kimberley Waller,46481166 3982,CESAR,Ap #597-7797 Libero Street,$521,558-773-1255,L3M 7R6
07/06/2020 07:39:31,COMBUSTIBLE,GONER,Colt Lloyd,10222696 4757,SUSANA,"P.O. Box 796, 2587 Eu St.","$1,901",554-724-5832,H4N 5M0
10/01/2022 12:45:55,CASETAS,GNP,Donna Powers,55522653 3202,SUSANA,853-2126 Ultrices Avenue,"$6,106",554-347-4886,H1Q 5D0
26/03/2021 12:34:20,AUXILIO VIAL,GNP,Sylvia Branch,50355232 1291,TANIA,4417 Mauris Ave,"$6,371",554-244-8567,Z8I 2T4
16/02/2020 10:52:49,COMBUSTIBLE,MAZDA,Derek Lynch,66441293 8663,EDGAR,"P.O. Box 341, 4135 Purus. Street","$8,495",559-235-8467,H4S 8X2
29/12/2020 03:18:23,CASETAS,GONER,Hoyt Luna,51339528 3464,MARISOL,658-8352 Et Road,$306,553-822-7009,B2O 7O3
08/01/2021 12:04:35,COMBUSTIBLE,SEGUROS ATLAS,Hannah Pickett,64288495 5476,RAMIRO,268-2562 Non Road,"$6,741",557-442-7466,P1K 6T8
22/09/2020 08:33:57,AUXILIO VIAL,GNP,Rooney Davis,52318428 8451,MARISOL,7144 Nam Avenue,"$5,911",558-781-1083,L1H 0D7
14/10/2021 02:03:58,CASETAS,SEGUROS ATLAS,Carson Kennedy,79616981 2387,RIGOBERTO,Ap #573-391 Feugiat. Ave,"$4,132",557-298-3972,Q6V 5O2
15/06/2021 12:49:28,COMBUSTIBLE,SEGUROS ATLAS,William Meyers,53251289 4738,SUEMY,Ap #503-1444 Varius Road,"$7,765",555-416-4345,I1Z 4S1
04/01/2021 07:03:33,URGENCIAS HOSPITAL,GENERAL MOTORS,Ray Hardy,45272898 1472,EDGAR,923-2702 Justo. Avenue,$963,551-735-6290,H8X 7J4
10/12/2021 10:18:43,COMBUSTIBLE,GNP,Kylee Guthrie,28356754 1544,MARISOL,"P.O. Box 660, 8113 Dictum Ave","$1,303",555-143-4942,X2C 6X0
14/09/2021 01:42:40,PAGO DIRECTO,MAPFRE SEGUROS,Jasmine Black,76601534 9603,RAMIRO,635-5935 Mollis Rd.,"$9,529",559-560-1413,G7H 2E4
10/02/2020 03:11:55,CASETAS,SEGUROS ATLAS,Jesse Greer,43517611 5444,CESAR,"Ap #966-9088 Non, St.","$6,024",554-845-8921,N4Y 3P3
22/12/2020 04:44:15,CASETAS,GNP,Brianna Buck,68141318 1456,TANIA,Ap #806-3677 Suscipit Street,"$1,470",557-585-5896,A1B 5L4
08/08/2021 09:48:04,URGENCIAS HOSPITAL,GENERAL MOTORS,Anjolie Martinez,49233659 8316,SUEMY,Ap #159-8404 Tristique Street,"$5,310",551-445-5602,U8D 2P4
26/03/2020 01:55:38,CASETAS,MAPFRE SEGUROS,Madonna Walker,57468028 3705,TANIA,Ap #969-2319 Nunc Road,"$7,683",555-641-7429,R7O 7R0
04/06/2021 04:14:45,URGENCIAS HOSPITAL,MAZDA,Damon Blevins,63077229 7751,EDGAR,389-2259 Felis. St.,"$7,307",554-566-6825,G5T 1A3
27/08/2020 05:53:41,CASETAS,MAPFRE SEGUROS,Marvin Nash,71315894 3510,EDGAR,7126 Laoreet St.,"$2,602",558-162-8601,W4E 8S7
18/09/2021 06:06:42,PAGO DIRECTO,SEGUROS ATLAS,Jerome Herring,90738697 2716,RIGOBERTO,7622 Magna St.,"$5,457",557-737-8006,B5B 1Q7
24/10/2020 08:30:02,COMBUSTIBLE,SEGUROS ATLAS,Raja Alston,39778354 5960,EDGAR,"296-6538 A, Avenue","$1,861",555-365-2777,U9E 5E1
12/05/2021 12:20:05,AUXILIO VIAL,MAPFRE SEGUROS,Tanisha Battle,68867502 2563,SUSANA,674-9932 Pulvinar Av.,"$8,934",556-126-8587,G5C 4S6
17/10/2020 04:21:06,GRUA,GENERAL MOTORS,Priscilla Kelley,88838624 3467,SUEMY,"Ap #403-6003 Ut, Av.","$6,338",552-161-6643,F5N 2D3
12/11/2020 01:37:17,GRUA,GNP,Wynter Woodward,29879788 7888,EDGAR,Ap #699-3936 Metus. Road,"$4,877",552-304-6385,N4E 4Q2
05/08/2021 12:24:44,CASETAS,GNP,Joshua Vasquez,76629813 8786,CESAR,Ap #785-7920 Ac Rd.,"$9,010",558-755-3447,Y6F 6M7
04/07/2020 05:57:33,CASETAS,GNP,Burke Hamilton,86094951 2585,EDGAR,235-9234 Facilisis Rd.,"$1,808",552-411-5578,R4J 7L6
