fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
27/09/2021 12:36:03,GRUA,GONER,Hector Rice,41553503 3833,EDGAR,Ap #247-3787 Enim. Ave,$594,557-628-2680,D5S 0I8
01/05/2022 01:50:23,URGENCIAS HOSPITAL,GNP,Kasper Hubbard,47644621 9196,MARISOL,Ap #767-120 Integer Rd.,"$1,846",556-871-7457,A1M 5Y4
27/06/2020 05:59:39,GRUA,MAPFRE SEGUROS,Delilah Morgan,98143380 5375,SUEMY,"P.O. Box 257, 1576 Nunc Street","$7,339",553-825-5049,N6M 4B3
02/02/2021 12:17:19,COMBUSTIBLE,GONER,Brody Rich,83169366 4625,SUEMY,"P.O. Box 703, 3710 Urna, Ave","$1,012",555-858-2606,I8C 0J2
19/01/2021 09:48:03,CASETAS,MAZDA,Claudia Maddox,11581404 7215,TANIA,"454-8858 At, Avenue","$5,010",559-482-1389,X5O 4S7
22/09/2020 08:22:08,AUXILIO VIAL,GENERAL MOTORS,Gloria Dixon,91628658 7417,ANDRES,293-4142 Donec Street,"$9,602",554-332-4623,Y8T 5Q0
03/11/2021 08:02:13,PAGO DIRECTO,GNP,Rhonda Maxwell,01361728 0558,MARISOL,"994-2275 At, Ave","$5,137",553-468-5844,B3O 8M1
10/11/2021 08:11:43,PAGO DIRECTO,MAPFRE SEGUROS,Eagan Curtis,09369681 6814,MARISOL,Ap #448-9452 Nec Road,"$9,119",552-875-0519,N1Y 5Z8
08/10/2021 09:51:34,PAGO DIRECTO,GENERAL MOTORS,Tyler Hall,33428048 6331,ANDRES,"P.O. Box 262, 5360 Semper Ave","$9,094",557-613-8784,A4I 5S9
04/02/2022 10:08:07,GRUA,GENERAL MOTORS,Evan Terrell,29192934 6368,SUSANA,Ap #454-1410 Libero Avenue,"$5,672",558-423-6599,X1C 5V5
04/03/2020 11:23:50,CASETAS,MAPFRE SEGUROS,Ralph Decker,39666832 3671,EDGAR,690-2495 Pellentesque Road,"$4,902",557-137-8886,X8L 2P6
11/04/2022 09:20:32,URGENCIAS HOSPITAL,GENERAL MOTORS,Yoshio Shelton,47463199 5673,SUSANA,677-8029 Cras St.,"$3,773",557-695-5542,E2A 5N1
26/12/2021 07:19:55,GRUA,MAZDA,Neville Tran,27170583 8628,CESAR,"Ap #911-2776 Quis, Rd.","$5,359",557-564-8778,V6G 6C1
16/06/2021 04:34:52,COMBUSTIBLE,MAZDA,Willa Mooney,28637828 9409,MARISOL,Ap #569-5207 Tincidunt Street,"$6,908",556-331-4234,D5W 1W6
27/09/2021 06:43:10,COMBUSTIBLE,GONER,Nina Barrett,78516311 5343,SUEMY,354-5351 Suspendisse Ave,"$2,322",557-851-5341,E8Y 3T5
02/05/2022 03:53:46,URGENCIAS HOSPITAL,MAZDA,Kevyn Carey,88984806 1316,SUSANA,"726-2352 Iaculis, Road","$5,775",554-585-6948,C6C 1L7
24/01/2020 02:25:47,COMBUSTIBLE,MAPFRE SEGUROS,Leandra Goodman,37891171 7317,RAMIRO,791-3356 Interdum Avenue,"$9,558",553-303-3196,K8I 4T7
11/11/2020 03:26:32,CASETAS,SEGUROS ATLAS,Gavin Conrad,74703695 4827,RIGOBERTO,424-3369 Est Rd.,"$6,004",552-663-2067,J2P 5N6
28/02/2022 02:09:36,GRUA,GENERAL MOTORS,Robin Ochoa,21676796 1463,RIGOBERTO,"P.O. Box 295, 2598 Feugiat Av.","$2,413",553-857-7236,C5T 8F6
30/03/2021 03:28:15,GRUA,MAZDA,Valentine Kidd,26731170 7608,RAMIRO,Ap #476-3500 Ut St.,"$9,613",555-754-1783,Z4Q 5F8
21/09/2020 11:27:11,URGENCIAS HOSPITAL,SEGUROS ATLAS,Irma Jacobson,68720585 7956,TANIA,8834 Consectetuer Ave,"$1,921",556-466-1171,F4B 9W6
06/04/2020 10:55:59,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Tashya Nixon,75211856 1600,RIGOBERTO,591-9196 Parturient St.,"$1,326",555-585-3061,W8G 5B3
14/03/2022 07:47:51,URGENCIAS HOSPITAL,GENERAL MOTORS,Macaulay Horton,76700353 2447,EDGAR,630-9816 Dignissim. Avenue,"$6,433",551-563-3802,V6N 3Y5
14/01/2020 03:41:00,CASETAS,SEGUROS ATLAS,Jane Matthews,36333520 8163,RIGOBERTO,Ap #689-1342 Velit. St.,"$1,702",556-965-8875,N2P 9Q8
08/02/2020 07:05:12,URGENCIAS HOSPITAL,SEGUROS ATLAS,Zachary Valdez,42372361 1649,MARISOL,Ap #867-2080 Bibendum Road,"$9,553",555-860-1561,D2K 8M8
20/03/2022 06:25:09,URGENCIAS HOSPITAL,SEGUROS ATLAS,Brandon Brady,74998683 1288,CESAR,"384-8799 Vitae, Av.","$7,753",555-317-3682,R5H 6E7
06/12/2020 09:31:16,GRUA,GENERAL MOTORS,Chelsea Brown,27075555 2678,MARISOL,Ap #265-6965 Ultricies St.,"$6,314",552-360-7542,B1Q 8O9
21/03/2021 12:56:02,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Gary Snyder,35263823 8288,SUEMY,"Ap #187-9841 A, Street","$5,806",557-438-6358,E7W 4O9
07/03/2022 12:20:18,CASETAS,MAPFRE SEGUROS,Sage Knapp,58834192 4186,EDGAR,Ap #399-2783 Lorem Rd.,"$3,026",552-214-1151,J2G 6F0
12/08/2021 07:19:37,URGENCIAS HOSPITAL,GNP,Sonya Wallace,11326586 0723,SUEMY,1617 Magna. Av.,"$6,282",557-776-3572,Y6I 2P8
26/04/2022 11:50:07,CASETAS,SEGUROS ATLAS,Kaseem Leach,37450358 2687,RAMIRO,402-2483 Vitae Rd.,$615,555-946-5523,N6Y 1W7
26/12/2021 04:22:03,COMBUSTIBLE,MAPFRE SEGUROS,Kane Waller,29905677 2483,TANIA,2258 Nulla. Ave,"$7,832",555-893-8826,O3Y 5D7
05/08/2020 07:04:13,PAGO DIRECTO,GONER,Conan Foster,86576795 2615,SUEMY,239-4559 Mauris Av.,$312,555-428-1823,M3B 3H8
09/03/2021 07:42:42,URGENCIAS HOSPITAL,MAZDA,McKenzie Bowen,16660133 4398,SUEMY,"662-9314 Vitae, Road","$1,001",557-858-6358,S8B 7J1
18/09/2020 09:56:34,URGENCIAS HOSPITAL,GENERAL MOTORS,Geoffrey Watson,74403215 3427,RAMIRO,996-1005 Mus. Avenue,"$8,187",553-781-4406,S5D 6T6
25/02/2020 03:20:39,GRUA,GONER,Xanthus Rivera,68858778 1454,TANIA,809-228 Accumsan Street,"$5,168",558-220-5184,D8S 2Q7
28/07/2020 04:03:21,URGENCIAS HOSPITAL,MAZDA,Fredericka Underwood,81348035 7511,SUSANA,"P.O. Box 726, 8931 Urna Av.","$5,562",553-444-6148,D7B 2D8
12/03/2021 03:09:48,AUXILIO VIAL,MAZDA,Yvette Wise,64512476 1408,SUEMY,Ap #819-9671 Eget Avenue,"$4,080",551-652-8558,Z7U 8X9
08/07/2021 11:02:41,CASETAS,SEGUROS ATLAS,Zachery Hernandez,17461273 9212,ANDRES,"P.O. Box 632, 2084 Ornare St.",$821,551-296-4267,F1Q 9L3
16/10/2020 02:55:14,COMBUSTIBLE,GENERAL MOTORS,Kimberly Tran,71345671 2229,MARISOL,Ap #219-625 Ac Rd.,"$2,677",554-592-2023,E8Q 5F1
05/03/2021 04:10:35,COMBUSTIBLE,GNP,Briar Black,06651492 8693,CESAR,"P.O. Box 257, 1459 Cursus. Rd.","$8,359",553-442-0246,H1D 1C3
24/12/2021 08:45:16,URGENCIAS HOSPITAL,MAZDA,Robin Blanchard,37771640 0360,ANDRES,311-4864 Cursus St.,"$9,770",554-147-8064,S5Q 5J9
25/08/2020 10:44:16,AUXILIO VIAL,GONER,Bell Neal,17845461 2690,TANIA,"P.O. Box 748, 8586 Et Street","$1,036",555-341-5221,M4H 8Z4
15/02/2022 11:01:17,GRUA,MAZDA,Hilel Chase,35544255 6631,EDGAR,Ap #509-311 Metus Rd.,"$9,450",553-667-8327,T1J 6M3
21/01/2022 09:30:27,URGENCIAS HOSPITAL,GNP,Vera Koch,93684485 2417,EDGAR,363-6583 Dictum Road,"$9,983",556-979-5248,T8S 1B7
02/12/2021 11:57:24,CASETAS,MAPFRE SEGUROS,Abel Williamson,74769531 2023,TANIA,828-8776 Duis St.,"$2,868",555-861-9823,R6Z 7A0
22/09/2020 07:59:44,COMBUSTIBLE,GENERAL MOTORS,Chaim Alvarez,78104303 8795,TANIA,"Ap #836-101 Scelerisque, Avenue","$1,946",552-964-5419,E1K 5R0
30/06/2020 09:51:01,URGENCIAS HOSPITAL,GENERAL MOTORS,Amethyst Goodwin,34223836 6875,RAMIRO,Ap #562-6861 Risus. St.,"$2,453",553-775-2787,M9M 4Y8
20/03/2022 08:47:13,CASETAS,MAZDA,Guy Gonzalez,77516638 5628,EDGAR,"P.O. Box 524, 4109 Duis Road","$2,040",553-447-0920,Q6N 7J5
14/09/2020 08:15:08,AUXILIO VIAL,MAZDA,Deborah Goff,82443898 0367,RAMIRO,Ap #578-1397 Pellentesque Street,"$3,080",558-610-6183,Q0N 3U2
14/03/2020 03:33:58,PAGO DIRECTO,GONER,Russell Pennington,12231053 8536,RIGOBERTO,Ap #207-8096 Eu St.,"$1,658",554-171-2125,F3E 2F3
