fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
15/08/2021 04:38:40,GRUA,GONER,Gray Sargent,37821400 3097,EDGAR,Ap #470-2871 Consequat Ave,"$5,185",554-795-2374,Q6S 6N9
18/06/2021 09:18:39,GRUA,MAZDA,Unity Carrillo,60516536 3582,SUEMY,3306 Mauris Avenue,$152,554-362-5372,R5C 8N9
22/07/2021 12:50:24,CASETAS,MAPFRE SEGUROS,Tashya Chaney,18894176 2747,CESAR,"666-3648 Augue, Road","$8,397",553-425-4052,E8F 1L4
18/04/2021 12:21:43,URGENCIAS HOSPITAL,SEGUROS ATLAS,Anika English,75445676 5535,EDGAR,"Ap #391-666 Sed, St.","$1,527",558-482-4263,Q8N 4J8
21/09/2020 09:25:50,AUXILIO VIAL,GNP,Ross Abbott,14742272 4810,CESAR,Ap #528-1036 Auctor Rd.,"$8,645",552-666-9661,B9Q 0K8
16/11/2020 03:38:53,PAGO DIRECTO,GNP,Armando Abbott,86355482 5068,RIGOBERTO,"P.O. Box 250, 7691 Eu, Ave","$9,173",559-810-5921,F2J 3R6
16/11/2021 06:26:06,PAGO DIRECTO,GENERAL MOTORS,Brennan Hendricks,67327336 7838,SUEMY,"P.O. Box 183, 3155 Dolor. Avenue","$6,657",553-652-8773,M2E 2X6
15/05/2021 12:34:08,URGENCIAS HOSPITAL,GONER,Rajah Merritt,88416044 2247,SUEMY,Ap #760-7850 Nunc Avenue,"$2,622",558-264-2677,G8B 4E2
19/09/2021 03:33:23,COMBUSTIBLE,GENERAL MOTORS,Levi Cline,24537675 1041,MARISOL,2375 Molestie Rd.,"$8,563",557-981-6727,U3L 2E2
06/05/2020 01:07:19,PAGO DIRECTO,MAPFRE SEGUROS,Illiana Bird,62713703 1572,ANDRES,582-1248 Magna. Av.,"$9,244",555-528-4581,D6N 2E0
03/11/2020 09:39:45,URGENCIAS HOSPITAL,GENERAL MOTORS,Frances Simmons,15528146 7131,RIGOBERTO,2499 Ligula. Avenue,"$8,103",552-130-6589,R3T 6U8
30/05/2020 11:01:04,GRUA,GENERAL MOTORS,Colt Donovan,46449931 7637,RAMIRO,Ap #666-9799 Sed Rd.,"$7,254",552-322-2838,K7O 2Q2
25/06/2021 07:28:59,COMBUSTIBLE,GENERAL MOTORS,Wyatt Mullins,62366755 6843,MARISOL,"Ap #877-7966 A, Av.","$1,977",551-628-2928,H7S 2R0
03/10/2020 12:14:59,COMBUSTIBLE,SEGUROS ATLAS,Alexa Frost,64787375 4071,CESAR,Ap #525-8850 Pellentesque Rd.,"$3,055",553-216-5718,T1I 6I2
24/04/2022 03:33:04,AUXILIO VIAL,MAPFRE SEGUROS,Colin Mayer,34310351 7639,EDGAR,532-4670 Posuere Ave,$677,553-790-0232,O2Y 3I6
