fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
03/05/2020 06:55:55,COMBUSTIBLE,SEGUROS ATLAS,Nehru Randolph,13428738 2457,TANIA,"P.O. Box 226, 5999 Montes, Rd.","$5,833",559-787-9788,J8D 0E1
16/05/2021 11:04:21,CASETAS,MAPFRE SEGUROS,Amena Shaw,19228382 7208,SUSANA,"P.O. Box 759, 1952 Ante Av.","$1,439",554-747-4184,O1M 2R3
04/07/2020 08:39:05,AUXILIO VIAL,GONER,Angelica Mcguire,81856675 5974,TANIA,7184 At Av.,"$6,033",559-715-5472,L8L 1K0
18/09/2020 01:20:51,PAGO DIRECTO,SEGUROS ATLAS,Buckminster Black,84270356 8672,EDGAR,3966 Egestas. Rd.,"$3,691",558-637-1362,B7H 1V0
16/02/2021 03:53:01,AUXILIO VIAL,SEGUROS ATLAS,Rudyard Stanley,42145912 6664,RIGOBERTO,"P.O. Box 304, 7780 Vel Av.","$9,189",555-381-3786,E3B 8X4
26/01/2021 12:01:19,CASETAS,GENERAL MOTORS,Sandra Medina,72372217 3431,TANIA,"P.O. Box 571, 7158 Mi Street","$9,116",555-212-8015,N6R 5M1
27/03/2022 10:45:43,COMBUSTIBLE,GONER,Gwendolyn Hensley,39557462 5544,SUEMY,5492 Iaculis St.,"$6,102",554-391-2735,D4N 1K3
14/03/2020 08:45:33,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Byron Morris,33076534 8749,MARISOL,"752-7314 Non, Street","$5,185",557-512-1953,R0G 4A7
11/02/2022 08:25:39,URGENCIAS HOSPITAL,GONER,Colin Hopkins,27582785 0408,TANIA,398-5641 Aliquam Road,$896,555-886-5014,M1A 7Q0
18/02/2022 12:21:26,CASETAS,GONER,Upton Cervantes,47672835 3296,TANIA,"P.O. Box 321, 1683 Mi Road",$513,555-737-6281,T0S 1L5
02/02/2022 06:32:55,PAGO DIRECTO,GNP,Hillary Burris,62266212 6188,ANDRES,"P.O. Box 563, 8464 Vel, St.","$7,868",558-715-4762,K1G 0S7
