fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
05/05/2021 05:29:48,GRUA,GONER,Wing Langley,04291902 8130,SUEMY,Ap #865-2010 Non Av.,$989,555-205-8138,P6N 2Y1
19/01/2022 09:10:15,CASETAS,MAZDA,Rhonda Jackson,26841664 3148,RIGOBERTO,"P.O. Box 132, 5419 Magna St.",$159,553-337-7323,C1F 1T9
24/02/2022 07:28:18,PAGO DIRECTO,MAPFRE SEGUROS,Thane Strong,43512837 5381,MARISOL,326-2871 Porttitor Rd.,$93,553-677-3216,Q4O 5A6
17/03/2022 07:18:20,COMBUSTIBLE,GONER,Drew Cooke,11245269 0827,SUSANA,Ap #724-7020 Adipiscing Rd.,"$9,083",555-858-8615,W5I 1N7
26/02/2020 08:16:48,COMBUSTIBLE,GONER,Faith Daniels,13331715 4493,SUEMY,Ap #556-1740 Vulputate Av.,"$8,553",556-654-0748,S5U 7P8
02/11/2020 05:37:34,PAGO DIRECTO,SEGUROS ATLAS,Lilah Holder,27507282 3699,SUEMY,"P.O. Box 479, 1980 Mauris Av.","$5,254",558-808-1819,U5J 4H7
04/03/2021 06:10:49,CASETAS,GENERAL MOTORS,Stephen Leblanc,74751085 8658,ANDRES,860-4697 Est Rd.,"$6,974",553-848-5563,P2N 3J5
13/06/2020 03:00:21,URGENCIAS HOSPITAL,GONER,Drake Bauer,54241243 4178,MARISOL,823-3674 Massa. Rd.,"$8,772",558-850-4682,F9S 1E2
01/11/2021 04:06:29,COMBUSTIBLE,GONER,Josiah Duffy,12217453 7273,EDGAR,124-9977 Eu Av.,"$8,967",552-904-2745,J5F 7U9
03/08/2020 10:18:12,CASETAS,GENERAL MOTORS,Hilary Valdez,51176878 6573,RAMIRO,6112 Fusce Av.,"$3,610",553-664-4042,H1R 4G9
21/01/2022 04:55:49,GRUA,GNP,Gregory Butler,92759274 4411,ANDRES,Ap #930-5121 Amet St.,"$4,957",556-210-4695,C8O 3W5
16/10/2020 01:00:17,URGENCIAS HOSPITAL,GONER,Jena Nolan,25457139 4493,EDGAR,"P.O. Box 598, 5185 Ultricies St.","$2,554",556-454-5972,D2Y 5H5
29/01/2020 03:59:28,AUXILIO VIAL,SEGUROS ATLAS,Xanthus Eaton,41541754 9105,ANDRES,925-5252 Leo. Rd.,"$6,858",557-627-7822,Y1K 2T0
06/04/2020 11:06:04,COMBUSTIBLE,GNP,Mia Mcdowell,65186469 7867,TANIA,"231-1544 Et, Av.","$7,256",556-263-6854,H1N 1B0
22/05/2020 07:38:32,GRUA,GONER,Kirsten Randolph,25952301 5530,EDGAR,Ap #413-1053 Nec Rd.,"$8,817",555-124-1471,D3L 7F8
17/02/2021 04:40:32,GRUA,MAPFRE SEGUROS,Jelani Wilkerson,64683281 7858,RAMIRO,623-3794 Nunc Ave,"$2,080",554-606-7174,R7R 2T3
13/09/2020 01:35:07,GRUA,GONER,Kelly Ruiz,45928874 3730,MARISOL,"P.O. Box 112, 1037 Et Avenue","$3,548",553-713-5921,M5T 2D8
27/11/2020 04:47:40,GRUA,GONER,Rhoda Rios,17624585 0475,ANDRES,368-5220 Eros St.,"$4,116",555-848-8511,X5D 9S6
01/07/2020 06:36:37,URGENCIAS HOSPITAL,MAZDA,Gay Cruz,36941339 7186,SUEMY,976-4835 Tempor Street,"$6,338",556-962-5425,Z4C 2T2
06/01/2021 05:57:42,AUXILIO VIAL,GNP,Ryder Mckee,00863480 8665,ANDRES,Ap #325-2562 Lacus. Street,$139,551-801-8633,A1F 7C2
17/04/2021 11:36:02,URGENCIAS HOSPITAL,SEGUROS ATLAS,Carl Stout,14529370 6987,RAMIRO,"997-1220 Aliquet, Rd.","$6,792",559-836-6435,B4R 1V6
27/07/2021 07:01:39,PAGO DIRECTO,MAZDA,Travis Rodriguez,95693158 1571,ANDRES,"862-2196 Vel, St.","$2,827",557-646-7531,J3D 9D1
10/07/2020 11:55:52,GRUA,GONER,Iona Estes,68534224 0116,RAMIRO,239-7596 Aliquam Av.,"$9,141",556-813-8326,X1T 8H5
23/12/2021 04:53:48,GRUA,GNP,Geoffrey Kemp,61931520 0248,RAMIRO,"P.O. Box 156, 1445 Et Avenue","$7,243",553-253-7823,X3O 1D7
14/08/2020 03:05:16,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Carlos Tucker,58795148 6818,MARISOL,889 Mi Rd.,"$6,211",558-279-2474,D3D 5H0
30/06/2021 08:02:28,COMBUSTIBLE,GENERAL MOTORS,Martina Carey,27103049 7411,SUSANA,401-6372 Natoque St.,"$6,881",559-806-5548,Y5N 5N7
13/03/2020 02:50:20,CASETAS,MAZDA,Jolene Morrow,42707490 5716,EDGAR,Ap #435-7599 Commodo Avenue,"$8,883",556-689-5625,M4L 2G7
06/03/2022 09:11:29,CASETAS,GENERAL MOTORS,Avram Baker,63243051 8574,ANDRES,"P.O. Box 905, 8420 Gravida. Street","$3,982",558-141-5656,K7L 6B8
10/07/2020 08:12:21,GRUA,SEGUROS ATLAS,Dexter Coffey,74232228 7769,SUSANA,"656-9616 Auctor, St.","$4,768",556-780-5192,Q3Q 6T3
01/02/2022 08:57:12,COMBUSTIBLE,SEGUROS ATLAS,Kibo Berg,97815161 4237,ANDRES,513-8401 Donec St.,"$1,578",551-706-7871,Y1D 6V4
01/04/2022 02:36:05,GRUA,GENERAL MOTORS,Myra Foster,56409329 0736,EDGAR,"Ap #601-2555 Erat, Road","$6,571",553-344-2531,G4J 0E1
17/03/2022 12:11:23,GRUA,MAPFRE SEGUROS,Jeremy Suarez,48158815 2631,TANIA,"P.O. Box 485, 9891 Erat, Street","$3,721",555-742-5271,O4I 7H2
08/10/2020 11:15:09,COMBUSTIBLE,GONER,Helen Banks,62577794 4686,MARISOL,Ap #737-7750 Laoreet Road,"$8,378",557-452-4159,K9S 7R6
09/05/2021 11:25:02,AUXILIO VIAL,GENERAL MOTORS,Julian Alexander,38801865 8932,ANDRES,272-3145 Risus. Road,"$5,873",554-200-8157,Y3T 6V8
02/10/2020 06:17:16,COMBUSTIBLE,GNP,Prescott Carrillo,09676754 7706,EDGAR,"P.O. Box 806, 8640 Lobortis St.","$4,344",559-331-5535,A5H 9F9
22/02/2020 09:09:32,AUXILIO VIAL,GENERAL MOTORS,Malcolm Cain,70212278 7962,TANIA,"P.O. Box 694, 9844 Mauris Road","$9,784",556-234-8357,N5K 4F0
08/12/2020 04:14:00,CASETAS,GONER,Dana Roach,47993553 3074,TANIA,Ap #217-8004 Ac Av.,"$8,711",554-404-7551,M5T 4M9
15/07/2021 05:51:54,COMBUSTIBLE,GONER,Ishmael Glover,40333092 2134,SUSANA,2774 Nonummy Road,"$9,997",551-365-6692,H7D 7M3
28/04/2022 02:12:15,PAGO DIRECTO,GONER,Caryn Wood,39754525 3664,CESAR,Ap #414-6174 Nisi St.,"$7,805",559-864-1769,E2X 4O7
20/05/2020 11:47:56,GRUA,SEGUROS ATLAS,Emi Hopper,53277145 9936,TANIA,"Ap #684-1672 Vitae, Rd.",$325,555-548-2977,N1D 9U9
21/10/2020 02:43:36,AUXILIO VIAL,MAPFRE SEGUROS,Doris Kinney,47815478 2966,EDGAR,Ap #567-9937 Mauris Ave,"$3,996",557-677-3445,Q8Y 5O1
29/03/2022 11:37:49,GRUA,SEGUROS ATLAS,Linus Gates,65852274 2354,SUSANA,406-509 Pharetra. Street,"$8,428",559-134-9483,Y7K 3G0
17/12/2021 08:48:57,GRUA,GENERAL MOTORS,Connor Hatfield,67721157 6945,SUEMY,481-1257 Mollis Road,$455,553-384-9680,D1B 4P7
18/06/2020 11:21:32,URGENCIAS HOSPITAL,GONER,Amaya Melendez,66586346 4717,EDGAR,"P.O. Box 667, 2028 Tellus Av.","$8,126",552-322-9732,U9X 7R1
29/03/2021 11:58:33,CASETAS,MAZDA,Quinn Freeman,91867548 2142,MARISOL,507-6347 Amet Road,"$6,920",556-469-2352,D0T 3P9
24/09/2021 04:49:21,PAGO DIRECTO,GNP,Yuri Mooney,42365645 7637,MARISOL,Ap #556-7667 Lacus. St.,$711,558-377-5426,B0G 1T2
07/02/2021 07:00:56,PAGO DIRECTO,GONER,Kyra Swanson,22862086 5744,ANDRES,424-526 Egestas Street,"$1,229",557-334-5116,B8N 8A0
18/04/2022 05:17:17,CASETAS,MAPFRE SEGUROS,Harper Randall,62838218 4357,SUSANA,213-897 In Rd.,$498,554-167-6158,B1Z 0S2
06/03/2021 04:09:01,GRUA,MAPFRE SEGUROS,Bruce Dunlap,12686725 2478,SUSANA,"P.O. Box 679, 954 Eleifend. St.",$462,557-582-1851,E1P 5U7
05/05/2021 03:13:08,CASETAS,MAZDA,Magee Rojas,24597763 3533,MARISOL,583-559 Eleifend St.,"$2,291",554-667-1707,O4T 8V4
