fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
29/06/2020 10:17:19,COMBUSTIBLE,SEGUROS ATLAS,Claudia West,22620667 8123,MARISOL,Ap #129-9494 Suspendisse Rd.,"$3,945",553-159-6056,Z2P 3E9
11/05/2021 06:59:39,GRUA,MAPFRE SEGUROS,Sylvester Little,64723141 4631,MARISOL,582-4811 Nisi Avenue,"$3,032",555-443-5785,W3M 3Y1
20/09/2020 09:00:58,URGENCIAS HOSPITAL,GENERAL MOTORS,Jada Holloway,55149539 3543,RIGOBERTO,197-4202 Duis Avenue,"$9,475",556-501-4431,F4B 1N0
26/07/2020 09:25:32,URGENCIAS HOSPITAL,SEGUROS ATLAS,Hakeem Bass,19202113 9215,SUSANA,Ap #460-2260 Vestibulum Rd.,"$3,688",552-560-5624,B2Q 4P6
16/07/2021 08:39:03,PAGO DIRECTO,MAZDA,Amy Carey,33841551 4345,SUEMY,785-1733 Magna. St.,"$3,501",554-331-1161,G9K 1M9
06/01/2021 02:17:11,GRUA,SEGUROS ATLAS,Lisandra Pearson,08838993 5223,MARISOL,Ap #376-2572 Phasellus Avenue,"$3,918",552-553-8519,P4X 1I6
14/08/2021 01:52:12,URGENCIAS HOSPITAL,GNP,Hedley Ruiz,89011161 7515,SUEMY,2281 Litora St.,"$8,782",551-235-2896,J5C 8V6
29/11/2020 04:53:59,CASETAS,MAZDA,Jessamine Kelley,74333254 2842,CESAR,2783 Massa Street,"$2,722",557-973-8796,W3B 7A2
05/04/2022 03:22:41,URGENCIAS HOSPITAL,MAZDA,Rahim Patton,04717021 3663,SUEMY,8162 Amet Rd.,"$8,610",557-459-4973,R7E 4W8
02/10/2020 08:30:17,GRUA,GENERAL MOTORS,Odysseus Fields,42357118 2203,TANIA,6467 Vitae St.,"$7,442",552-716-5625,H8U 5M3
01/10/2020 03:50:59,AUXILIO VIAL,SEGUROS ATLAS,Justina Phelps,36353776 4161,ANDRES,"1814 Ac, St.","$2,717",551-553-6657,X6Z 9W7
07/02/2020 09:08:36,GRUA,GENERAL MOTORS,Neville Mcdaniel,07140572 1729,CESAR,219-6338 Primis Rd.,"$5,991",559-775-2564,M5G 8X0
17/07/2021 02:27:44,COMBUSTIBLE,MAZDA,Emmanuel Landry,87695144 8382,ANDRES,Ap #294-3217 Fringilla Street,"$1,475",554-328-2355,K4S 5Y3
14/10/2020 12:54:31,AUXILIO VIAL,MAPFRE SEGUROS,Dara Holder,74466093 8964,EDGAR,Ap #112-8071 Facilisis Rd.,"$8,337",555-931-7434,M3E 1L9
10/09/2020 05:24:36,CASETAS,SEGUROS ATLAS,Kimberley Suarez,30872471 3863,ANDRES,7388 Tortor. Street,$852,558-605-4976,N7F 5A2
08/08/2021 12:05:51,COMBUSTIBLE,GENERAL MOTORS,Julie Powers,59638577 6327,TANIA,Ap #275-6066 Lacus St.,"$4,737",557-730-7999,A9N 6S7
23/01/2020 04:20:13,CASETAS,GONER,Tasha Stanley,42875333 8348,MARISOL,824-9955 Justo St.,"$1,511",552-721-6114,U1Q 2C5
15/07/2020 10:08:05,PAGO DIRECTO,MAZDA,Palmer Case,92981601 0227,CESAR,"P.O. Box 214, 5441 Sed Av.","$7,443",553-758-0348,G0B 9G0
17/03/2022 12:03:52,AUXILIO VIAL,GENERAL MOTORS,Michael Strong,75364267 0287,SUSANA,931-7480 Tincidunt Street,"$8,646",554-824-1924,L6X 4D0
16/02/2022 11:14:27,PAGO DIRECTO,GNP,Hashim Levine,19689175 8852,EDGAR,2036 Non Rd.,"$9,312",555-524-3425,X6B 3X8
26/07/2020 06:54:10,COMBUSTIBLE,GONER,Amaya Weiss,14257724 7608,CESAR,485-1506 Sit Street,$909,552-564-5533,Y9I 1B7
30/04/2021 06:42:11,URGENCIAS HOSPITAL,MAZDA,Rhea Myers,45526319 2352,RAMIRO,"P.O. Box 507, 3810 Ultrices St.","$6,278",555-173-3633,S3K 7O5
03/06/2020 02:33:11,PAGO DIRECTO,GENERAL MOTORS,Yetta Graham,31299696 6373,RAMIRO,5447 At St.,"$3,610",551-845-2880,J4I 8H7
26/04/2022 11:21:16,COMBUSTIBLE,GNP,Francis Ayala,29445548 1684,EDGAR,"P.O. Box 552, 1712 Neque Rd.","$8,908",555-611-8948,S0H 1T7
04/01/2021 09:26:47,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Conan Humphrey,97244904 4442,TANIA,"Ap #603-3181 A, Av.","$8,396",555-372-1173,W2T 2I4
20/04/2022 08:25:22,PAGO DIRECTO,MAZDA,Zane Colon,81327274 4284,RAMIRO,Ap #734-3309 Turpis St.,"$7,066",558-615-4286,P7U 3C1
18/02/2022 03:43:24,PAGO DIRECTO,MAPFRE SEGUROS,Jaden Edwards,30423533 5772,TANIA,"P.O. Box 925, 6353 Tincidunt Avenue","$7,110",557-841-4917,Y7R 4U4
04/03/2022 10:40:02,PAGO DIRECTO,GNP,Quemby Combs,46166968 8269,CESAR,"916-6386 Vulputate, Ave","$9,017",557-211-2822,Q4Z 2G7
24/04/2022 12:42:13,CASETAS,SEGUROS ATLAS,Rhonda Allison,76434488 3440,ANDRES,Ap #293-1110 Phasellus Avenue,"$2,156",556-496-7131,D7I 8H8
12/08/2021 08:28:23,GRUA,MAZDA,Cody Sheppard,41651971 2046,CESAR,"P.O. Box 430, 2495 Diam St.","$4,783",553-617-8160,K5I 7Q1
09/01/2021 10:22:40,PAGO DIRECTO,GENERAL MOTORS,Xenos Spears,54426371 7659,EDGAR,Ap #888-9182 Iaculis St.,"$2,010",557-758-1216,D3K 4W7
15/10/2021 01:51:57,URGENCIAS HOSPITAL,GNP,Ingrid Harrington,69916317 6203,TANIA,298-9151 Aliquam Rd.,$525,559-354-3636,M5W 7N5
28/05/2020 09:45:31,CASETAS,SEGUROS ATLAS,Mufutau Bennett,76170336 6499,SUEMY,292 Urna Rd.,"$5,257",557-725-4605,R1S 8Z2
13/07/2020 02:54:33,CASETAS,GENERAL MOTORS,Reece Ware,62432067 7734,TANIA,836-8849 Dis Road,"$5,466",556-206-6683,X2H 2E7
19/11/2020 10:34:18,CASETAS,SEGUROS ATLAS,Conan Salinas,66475571 1594,RIGOBERTO,Ap #465-586 Ad Ave,"$1,706",557-262-9034,L2L 0Z1
17/10/2021 08:04:58,PAGO DIRECTO,MAZDA,Xena Trujillo,01292223 8854,RIGOBERTO,635-3527 Mi. Avenue,"$1,236",554-421-5028,H5U 4D1
05/12/2020 03:13:02,URGENCIAS HOSPITAL,GENERAL MOTORS,Wanda Doyle,52949645 5822,RIGOBERTO,Ap #854-5733 Justo. St.,$349,556-572-3853,X0Y 7U5
16/07/2021 07:07:17,PAGO DIRECTO,SEGUROS ATLAS,Lamar Diaz,33815443 7099,CESAR,Ap #542-1926 Magna Rd.,"$5,943",554-170-6235,T1X 6X8
09/02/2022 02:34:43,URGENCIAS HOSPITAL,GONER,Cyrus Bradley,67811452 2188,RIGOBERTO,"P.O. Box 745, 9269 Nulla. Ave","$1,653",558-752-2317,F4R 3Y5
07/12/2020 06:54:26,CASETAS,SEGUROS ATLAS,Leonard Marquez,05944196 7474,EDGAR,Ap #712-7676 Nec Av.,"$9,166",557-478-0011,T8E 6T3
07/04/2021 04:06:58,GRUA,SEGUROS ATLAS,Flavia Gomez,20178611 3491,RIGOBERTO,Ap #578-5952 Enim. Street,"$1,590",555-765-6657,U1F 3J3
19/09/2020 12:21:32,CASETAS,GNP,Pamela Nicholson,28853740 7325,SUSANA,2803 Odio. Road,"$7,529",554-163-1053,I0P 6Y4
01/08/2021 02:43:50,CASETAS,MAZDA,Mariam Murphy,06614316 8225,ANDRES,"447-3295 Nec, Street","$1,863",554-105-0874,F5Z 3B7
27/02/2022 04:37:38,GRUA,SEGUROS ATLAS,Octavius Marshall,41667554 6161,MARISOL,Ap #664-9120 Feugiat St.,"$8,449",553-437-3157,K6C 2J1
04/10/2020 02:12:36,PAGO DIRECTO,MAZDA,Nomlanga Roman,96354715 8736,SUSANA,4983 Pharetra. Rd.,"$6,994",554-924-7831,M8G 7K6
19/05/2020 03:04:52,GRUA,GONER,Arthur Harrington,67684846 1036,TANIA,"P.O. Box 324, 7389 Sed, Rd.","$3,290",558-853-8673,A8B 0M4
25/02/2022 02:45:33,COMBUSTIBLE,GONER,Owen Keller,63144967 1085,SUEMY,"P.O. Box 346, 9596 Gravida Ave","$2,371",557-510-6643,F2I 5W3
10/12/2021 02:12:33,URGENCIAS HOSPITAL,GONER,Ethan Dale,40111104 6464,EDGAR,"P.O. Box 504, 9389 Lorem St.","$1,715",555-796-7696,L0G 5M4
18/11/2020 06:45:18,COMBUSTIBLE,GENERAL MOTORS,Arthur Drake,46863763 6454,SUSANA,"8424 Pharetra, Road","$6,323",553-661-6405,I2H 5H6
20/03/2021 10:39:04,AUXILIO VIAL,GENERAL MOTORS,Frances Mcdowell,78255676 7733,MARISOL,138 Non St.,"$8,282",552-620-1743,W4V 1A0
19/12/2020 09:57:47,URGENCIAS HOSPITAL,GNP,Phillip Blackwell,25547871 2464,RAMIRO,Ap #230-4435 Enim. Rd.,"$6,416",554-811-6130,E4C 8F6
24/06/2020 05:39:01,COMBUSTIBLE,MAPFRE SEGUROS,Lilah Bush,37557375 1256,CESAR,351-2810 Dictum Rd.,"$2,332",556-680-2233,R6T 7W5
12/12/2021 01:13:11,CASETAS,MAZDA,Mechelle Valentine,61730234 7363,EDGAR,Ap #539-5881 Hendrerit. Rd.,"$1,164",555-666-2635,R9I 3V6
02/02/2021 09:51:21,CASETAS,SEGUROS ATLAS,Sierra Harmon,74472341 7564,ANDRES,959-6799 Purus. Ave,$513,552-330-9287,X9R 7O5
29/01/2022 03:49:43,AUXILIO VIAL,MAZDA,Flynn Ferguson,56201565 2772,CESAR,5880 Elit Ave,"$4,693",558-550-7742,L9V 2H3
20/02/2022 02:03:17,URGENCIAS HOSPITAL,SEGUROS ATLAS,Ralph Arnold,39737775 3617,CESAR,Ap #584-1557 Tincidunt Av.,$978,556-223-8055,C7B 4X9
11/06/2020 07:26:44,PAGO DIRECTO,SEGUROS ATLAS,Garth Meyer,76847730 8740,SUEMY,"P.O. Box 912, 9887 Parturient Rd.","$7,040",551-682-5491,M3H 7F8
12/07/2021 07:01:07,COMBUSTIBLE,MAPFRE SEGUROS,Amy Velasquez,68845402 7207,RIGOBERTO,"122-2331 A, Ave",$450,551-671-3076,T8Q 3M3
06/12/2021 07:11:06,PAGO DIRECTO,MAPFRE SEGUROS,Connor Willis,47070437 1203,ANDRES,7146 Nunc St.,"$5,688",555-442-5946,P0O 1O2
19/07/2021 07:22:59,CASETAS,GNP,Mallory Small,34331083 3817,SUSANA,"P.O. Box 681, 9610 Tristique St.","$8,096",557-903-6778,Z8Q 0R1
15/05/2020 07:24:08,URGENCIAS HOSPITAL,GNP,Alisa Becker,36626655 1673,RIGOBERTO,1324 Eget Road,"$1,363",552-394-5198,O2L 2P7
18/04/2020 08:50:18,CASETAS,GONER,Prescott Daugherty,29121450 8463,MARISOL,1308 Suspendisse Street,"$7,606",559-967-4959,D3E 0L3
12/04/2020 05:59:35,URGENCIAS HOSPITAL,MAZDA,Byron Brown,34519338 2338,RIGOBERTO,832-5330 Turpis Street,"$2,911",555-429-2873,Q8M 1J6
04/11/2020 08:32:37,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Savannah Hartman,31863432 7735,ANDRES,524-3002 Penatibus Av.,$122,557-726-1557,O4M 3M5
06/12/2020 04:37:45,AUXILIO VIAL,MAZDA,Timothy Scott,22869217 1654,CESAR,770-5864 At Road,"$9,488",557-737-1227,C4H 0T4
16/07/2021 07:57:24,URGENCIAS HOSPITAL,GONER,Eaton Griffin,98847615 0276,RAMIRO,"Ap #950-2464 Purus, Road","$6,713",558-261-0769,D3G 5H0
18/07/2021 01:21:54,AUXILIO VIAL,MAPFRE SEGUROS,Adrienne Mason,65350946 5771,CESAR,"P.O. Box 876, 2098 Augue Rd.","$1,018",553-322-5901,Y1N 3I3
04/05/2020 05:57:15,GRUA,SEGUROS ATLAS,Whitney Stone,80762302 2828,ANDRES,Ap #378-4490 Etiam St.,"$7,388",552-411-5836,Q5L 4W2
23/09/2021 09:20:55,CASETAS,GNP,Chastity Mcmahon,14281622 1340,ANDRES,579-203 Non Rd.,"$5,958",554-247-8231,L8H 7P4
30/03/2022 05:24:26,CASETAS,GONER,Arden Murphy,64631124 1493,CESAR,"P.O. Box 450, 5762 Etiam St.","$1,102",553-391-4515,D1C 3F3
16/01/2022 08:47:54,GRUA,GONER,Xandra Stanley,17525872 1475,MARISOL,285-8410 Fermentum Street,"$9,249",558-687-6055,Z7Q 2L0
25/01/2021 12:02:26,URGENCIAS HOSPITAL,SEGUROS ATLAS,Ella Lynn,86294889 2636,SUSANA,Ap #339-4989 Est. Street,"$5,297",555-447-3793,T5Z 1N1
13/03/2020 05:14:56,GRUA,GENERAL MOTORS,Katell Le,88908310 4575,EDGAR,"P.O. Box 518, 9699 Magna Avenue","$6,026",554-218-1133,E7M 5J5
