fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
20/01/2021 11:30:39,CASETAS,MAPFRE SEGUROS,Eric Barr,79416528 5485,ANDRES,"734-7344 Elit, Ave","$3,705",556-476-3175,O3G 5F5
30/01/2022 08:27:29,COMBUSTIBLE,SEGUROS ATLAS,Jackson Lynn,73278470 5625,SUSANA,Ap #593-7915 Vehicula. St.,"$5,612",552-398-2155,Y7K 6N1
18/02/2020 01:14:55,GRUA,MAZDA,Imogene Stevens,73241397 3071,ANDRES,Ap #524-4950 Pretium Avenue,"$3,041",554-922-4678,Y8O 7W3
30/05/2020 06:14:29,GRUA,MAZDA,Noah Malone,94969384 6887,SUSANA,"P.O. Box 596, 5928 Integer Street","$1,865",553-958-7824,P7A 8C3
06/05/2022 09:07:38,COMBUSTIBLE,MAPFRE SEGUROS,Kasimir Noble,13135873 3316,SUSANA,"P.O. Box 108, 7878 Velit. Ave","$1,577",556-419-2284,H1B 0H4
01/02/2021 06:39:33,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Nash Gardner,77374535 0158,RIGOBERTO,289-8563 Nibh Rd.,"$3,074",555-423-7486,Y1V 5K1
07/10/2021 10:20:02,CASETAS,GNP,Lane Robbins,27787026 0951,MARISOL,"9366 A, Rd.","$5,596",557-744-1633,I3B 8C5
21/05/2021 02:21:18,GRUA,GONER,Gareth Mcfadden,27815718 6591,SUEMY,"P.O. Box 557, 382 Etiam St.","$2,482",555-615-5140,A9I 6Q3
29/03/2021 10:57:00,AUXILIO VIAL,GONER,Ryder Lowe,58284687 2616,SUEMY,Ap #954-9431 Ut Road,"$6,911",556-961-3487,K6Q 6V7
18/02/2020 12:44:24,URGENCIAS HOSPITAL,GONER,Paki Cardenas,44302072 1407,RIGOBERTO,"P.O. Box 747, 4805 Ullamcorper St.",$69,558-307-3486,T5T 3F1
28/03/2020 03:03:46,PAGO DIRECTO,GNP,Hammett Benson,12233539 0752,SUEMY,"P.O. Box 380, 2458 Sodales Street",$470,556-474-6173,U3Q 6N2
14/03/2021 07:59:16,COMBUSTIBLE,MAPFRE SEGUROS,Tatyana Alston,24729688 8482,TANIA,Ap #504-5197 Commodo Road,"$6,767",554-176-1419,F4Q 2J4
22/01/2022 11:30:01,CASETAS,GNP,Marcia Finley,33146675 9252,ANDRES,672-281 Erat Rd.,"$7,588",559-786-7378,N9M 4J1
28/10/2021 09:38:02,CASETAS,GNP,Nora Forbes,61166703 9541,RIGOBERTO,Ap #570-854 Cras Av.,"$1,326",557-973-0684,F1O 9R3
13/10/2020 10:19:09,COMBUSTIBLE,GENERAL MOTORS,Evan Copeland,39546124 6779,CESAR,Ap #981-366 Euismod St.,"$6,338",556-229-3362,W7P 3U5
13/06/2020 03:03:56,GRUA,MAPFRE SEGUROS,Sylvester Brewer,28861853 4354,CESAR,Ap #477-2261 Hendrerit Av.,"$9,762",554-322-9601,M7K 3Y4
11/05/2020 04:33:11,COMBUSTIBLE,GONER,Janna Alvarez,90697961 7054,SUEMY,146-8492 Lorem. Street,"$9,910",554-826-2234,J7G 6R8
28/03/2021 07:34:34,PAGO DIRECTO,MAZDA,Gillian Stout,97769282 1457,TANIA,Ap #447-8659 Lacus. Road,"$4,372",556-732-1694,Q4C 7E5
