fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
13/05/2021 02:37:18,AUXILIO VIAL,MAZDA,Isaac Dorsey,23831545 9762,EDGAR,8080 Conubia St.,"$1,671",555-483-3356,B8G 1K1
18/04/2022 07:22:43,CASETAS,MAPFRE SEGUROS,Samson Daniels,58817782 9841,SUEMY,"P.O. Box 440, 2964 Ipsum Av.",$280,554-718-9378,D1M 7K5
31/05/2020 11:27:54,CASETAS,GONER,Pearl Johnson,73645238 0375,CESAR,620-2802 Vitae Rd.,"$2,852",551-861-6421,K6D 2V1
18/01/2022 06:54:38,GRUA,GONER,Cameran Walls,48737737 8445,ANDRES,134-1749 Donec Ave,"$4,344",557-728-6424,M9M 1C5
08/05/2021 04:05:28,COMBUSTIBLE,GENERAL MOTORS,Gregory Wiley,88751332 4254,CESAR,Ap #605-9190 Varius. St.,"$8,668",558-588-5413,Y2I 0D5
25/06/2021 08:18:20,CASETAS,MAZDA,Fletcher Caldwell,16655677 2781,RIGOBERTO,"P.O. Box 928, 2201 Quisque St.","$6,634",552-927-4893,G5C 5T2
04/04/2020 08:29:25,COMBUSTIBLE,SEGUROS ATLAS,Jocelyn Stanley,45341123 3259,RIGOBERTO,7641 Nunc Rd.,"$4,479",552-363-5866,M2R 5O6
10/04/2022 11:52:46,CASETAS,GNP,Thaddeus Stevens,76237874 5806,SUEMY,351-2159 Mauris Rd.,$855,557-836-8251,P1M 8K3
01/02/2022 03:49:33,COMBUSTIBLE,GENERAL MOTORS,Quon Flores,18396219 9846,RIGOBERTO,828-5128 Orci. Ave,"$4,114",558-881-1562,N2D 2M7
16/08/2020 09:05:20,GRUA,MAZDA,Shelby Adams,78684412 5351,MARISOL,672-4960 Consectetuer Road,"$5,340",555-788-1276,J8X 6X3
25/07/2020 03:51:47,CASETAS,MAPFRE SEGUROS,Rhea Gallagher,64731448 8105,EDGAR,"P.O. Box 798, 354 Cursus Road","$9,316",554-753-4154,V2N 3P2
16/03/2022 09:21:14,PAGO DIRECTO,GENERAL MOTORS,Joel Delgado,85259223 5823,SUSANA,"Ap #193-7671 Congue, St.","$3,698",554-614-1224,N8F 5X3
15/11/2020 05:37:36,COMBUSTIBLE,MAZDA,Hayes Burris,76483725 8308,ANDRES,Ap #249-7910 Ac St.,"$6,049",554-652-6444,W4E 9K2
08/12/2020 04:31:36,CASETAS,MAPFRE SEGUROS,Tatiana Johns,98341236 7550,MARISOL,531-157 Donec St.,"$9,614",552-134-3678,W8Y 3U4
01/07/2020 09:12:11,URGENCIAS HOSPITAL,GONER,Xander Mercer,05406127 1819,CESAR,Ap #403-3965 Ultricies Av.,"$2,398",557-529-5353,P3M 2W4
26/04/2020 04:54:35,AUXILIO VIAL,MAPFRE SEGUROS,Kato Aguirre,70716431 5611,ANDRES,230-8336 Donec Street,"$8,837",554-723-4963,I0P 7K0
19/05/2021 07:47:33,GRUA,MAPFRE SEGUROS,Patience Stark,81023530 3565,MARISOL,795-3036 Sed Street,"$6,317",555-363-6306,Q3N 3Q3
10/09/2020 05:30:06,GRUA,MAZDA,Kieran Massey,65655573 2166,RIGOBERTO,Ap #138-2552 Interdum Avenue,"$1,292",553-758-6271,B2K 2U1
