fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
20/11/2021 01:53:26,AUXILIO VIAL,MAPFRE SEGUROS,Harlan Wolfe,85029211 4223,MARISOL,508-9182 Rhoncus. Road,"$3,519",551-153-8326,L1E 7S6
09/01/2021 01:13:53,URGENCIAS HOSPITAL,GONER,Lenore Clements,38866734 4405,ANDRES,"P.O. Box 802, 9280 Praesent St.","$4,330",559-570-1891,S0X 5Y1
15/04/2022 12:58:34,PAGO DIRECTO,MAPFRE SEGUROS,Castor Francis,25548760 5739,SUEMY,3928 Ante Rd.,"$4,850",557-268-8266,V8G 6R9
04/07/2020 12:44:43,COMBUSTIBLE,MAZDA,Shafira Aguirre,77482013 5487,TANIA,Ap #123-8857 Nec Rd.,"$6,048",556-504-8393,W7R 6C5
21/06/2020 09:42:05,COMBUSTIBLE,SEGUROS ATLAS,Wynne Copeland,62124577 1054,EDGAR,3894 At St.,"$5,516",559-223-3831,C3C 7L2
07/08/2021 06:13:49,COMBUSTIBLE,GNP,Walker Jarvis,47232268 4788,ANDRES,"P.O. Box 432, 3928 Sem Avenue","$4,355",553-474-1061,M0M 7T1
21/04/2021 02:10:40,COMBUSTIBLE,SEGUROS ATLAS,Kimberley Maldonado,14566435 5170,EDGAR,Ap #996-902 At Road,"$4,139",558-417-1978,W4Z 8Z3
18/07/2021 04:01:22,GRUA,GENERAL MOTORS,Joseph Hurley,68628973 5680,ANDRES,6183 Mauris. Ave,"$9,963",558-540-4356,X5N 1P4
04/02/2021 02:48:21,COMBUSTIBLE,GENERAL MOTORS,Uriah Rasmussen,26086235 4552,RIGOBERTO,Ap #436-1376 Pharetra. Rd.,"$2,060",556-300-5861,V7R 0I8
21/11/2020 09:02:55,COMBUSTIBLE,MAPFRE SEGUROS,Tyler Hodge,95411007 5422,SUEMY,3210 Etiam Road,"$6,152",555-614-3753,Q8U 8R2
06/10/2020 08:09:33,PAGO DIRECTO,MAZDA,Lilah Roach,18807276 6347,SUEMY,398-938 Enim. Av.,"$4,225",559-880-4195,Y3A 4N3
07/07/2020 06:52:56,AUXILIO VIAL,GONER,Sara Bryant,33435536 3185,TANIA,"Ap #296-7937 Sapien, St.","$7,430",552-815-8221,W6B 3V8
25/02/2022 04:34:32,COMBUSTIBLE,MAZDA,Gretchen Jarvis,51118523 4994,RAMIRO,"P.O. Box 610, 423 Netus Road","$6,056",553-683-4454,H6J 1K5
31/10/2020 10:33:24,PAGO DIRECTO,MAPFRE SEGUROS,Leilani Hancock,35784947 9546,TANIA,923-3945 Duis St.,"$1,660",556-758-8253,R0H 6K4
03/03/2020 11:45:19,AUXILIO VIAL,SEGUROS ATLAS,Keiko Contreras,27593467 3275,SUSANA,249-6996 Lorem Road,"$8,572",558-443-6692,Y6W 2S5
10/09/2021 03:03:07,AUXILIO VIAL,MAZDA,Chaney Young,32127105 7688,RAMIRO,354-4196 Egestas Road,"$6,955",558-686-0434,C1Y 8H9
05/11/2021 10:52:16,CASETAS,MAPFRE SEGUROS,Ainsley Curtis,65795533 4826,CESAR,474-3672 Pede. St.,"$8,263",555-697-2154,X5G 1H7
27/01/2022 05:14:11,GRUA,GENERAL MOTORS,Price Garcia,29856678 2315,MARISOL,"7315 Dolor, Road","$1,701",555-841-2446,R1V 9C1
19/01/2020 03:40:15,COMBUSTIBLE,GONER,Whitney York,51323117 0534,RIGOBERTO,Ap #481-7065 Aliquam Ave,"$1,082",555-635-4496,O4B 9P6
04/12/2020 09:22:14,PAGO DIRECTO,GONER,Montana Hurley,76902663 6817,CESAR,Ap #454-537 Natoque St.,"$7,734",554-376-9043,Z5N 7J2
16/08/2021 10:29:22,PAGO DIRECTO,GONER,Blythe Mccullough,15279216 4820,RAMIRO,"P.O. Box 480, 7363 Interdum Rd.","$9,079",558-964-4751,Q6G 6I2
29/09/2020 11:43:13,COMBUSTIBLE,MAPFRE SEGUROS,Jasper Gibbs,98165741 0640,CESAR,Ap #952-1951 Dolor Road,"$3,179",555-871-4025,I1D 0K9
19/01/2021 02:38:18,GRUA,MAPFRE SEGUROS,Morgan Conrad,23642040 5228,SUEMY,593-2163 Enim Road,"$5,759",556-655-5262,P6G 3V9
04/04/2020 05:06:37,GRUA,GNP,Quail Fleming,08500325 0210,SUEMY,6716 Facilisis Street,"$7,657",558-255-2883,L5N 4V5
23/02/2022 11:08:02,AUXILIO VIAL,GNP,Wynter Donaldson,55165786 4211,TANIA,263-2425 Purus St.,"$8,689",556-902-2185,Y4M 3F0
31/12/2021 07:40:40,COMBUSTIBLE,GENERAL MOTORS,Holly Johnson,47326952 3684,MARISOL,470 Odio Avenue,"$1,880",558-425-4502,Z1Y 5U0
20/08/2021 01:59:57,URGENCIAS HOSPITAL,SEGUROS ATLAS,Avram Howard,57734861 2384,RAMIRO,"P.O. Box 870, 7405 Sapien. St.","$7,336",554-985-6571,W0V 8L1
