fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
12/05/2021 11:02:05,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Violet Pollard,20674077 2344,ANDRES,"P.O. Box 986, 8297 Nullam Ave","$6,099",552-169-8450,H1S 1Q0
21/07/2021 09:46:58,PAGO DIRECTO,GNP,Martina Moss,11747651 7849,RAMIRO,4639 Hendrerit St.,$447,554-588-1024,N2J 0F8
03/11/2021 11:12:10,COMBUSTIBLE,MAPFRE SEGUROS,Vielka Gallegos,80641581 6832,EDGAR,"P.O. Box 567, 6830 In, St.","$5,424",553-334-6825,Q2M 1C5
09/10/2020 12:28:23,AUXILIO VIAL,MAPFRE SEGUROS,Catherine Ochoa,33638343 4601,MARISOL,"P.O. Box 501, 956 Egestas St.","$8,953",557-879-5945,S7F 3R0
06/01/2021 07:14:09,GRUA,GNP,Cody Watson,85124041 6183,SUEMY,Ap #287-1962 Dictum Rd.,"$6,103",554-824-8158,J3A 2M3
12/01/2020 12:52:03,URGENCIAS HOSPITAL,GENERAL MOTORS,Benedict Kaufman,32664963 3804,MARISOL,Ap #268-762 Vitae Ave,"$4,936",558-682-1534,Z8T 0H1
04/01/2022 09:11:31,CASETAS,GONER,Paula Donaldson,50515473 8396,RIGOBERTO,510-5496 Lacinia Street,$750,557-588-3544,W6W 8B2
11/02/2022 05:00:34,CASETAS,SEGUROS ATLAS,Shay Garza,63723814 3277,SUEMY,"907-5746 Lacus, Rd.","$6,888",555-838-7539,S2N 3C4
24/12/2021 11:46:24,COMBUSTIBLE,GNP,Tamara Tanner,96086517 9179,SUEMY,552-6000 Sodales Avenue,$232,557-454-6224,M8Y 7P6
21/10/2020 08:46:31,AUXILIO VIAL,MAZDA,Amity Blevins,61213485 8347,TANIA,"560-9062 Amet, Rd.","$1,169",555-848-9209,W7N 1C8
28/04/2020 08:18:22,URGENCIAS HOSPITAL,GNP,Carissa Gould,85885587 9965,MARISOL,Ap #442-7926 Adipiscing Ave,"$4,964",558-543-7677,U7B 5N3
18/11/2020 02:48:35,GRUA,MAPFRE SEGUROS,Tarik Walters,32664234 9574,SUSANA,470-2849 Ante Ave,"$9,865",555-516-7381,L4C 3S1
20/04/2021 09:19:11,AUXILIO VIAL,SEGUROS ATLAS,Brody Gross,24685111 7514,MARISOL,"P.O. Box 921, 4903 Consequat St.","$5,979",554-661-2478,J5W 3U1
07/10/2021 11:39:56,URGENCIAS HOSPITAL,SEGUROS ATLAS,Yael Chang,94461514 2721,RAMIRO,638-2119 Tempor Av.,"$7,242",554-861-5287,E1U 1B5
02/06/2020 11:50:38,GRUA,SEGUROS ATLAS,Aristotle Newton,41728882 6155,TANIA,"127 Auctor, St.","$2,171",557-286-3436,Y1O 9S9
04/12/2020 09:17:58,GRUA,SEGUROS ATLAS,Cyrus Erickson,61723303 4658,EDGAR,Ap #558-5279 Integer St.,"$9,776",553-747-5359,C7N 5Z4
30/06/2020 04:17:45,AUXILIO VIAL,GNP,Idola Perez,71691026 0763,TANIA,926-9449 Malesuada Road,"$6,708",557-821-0529,J4U 2H1
03/03/2021 08:32:58,PAGO DIRECTO,MAZDA,Petra Hood,45311755 8011,EDGAR,415-7133 Mauris Ave,"$4,716",555-446-7874,N2H 3O4
05/09/2021 05:22:56,CASETAS,GENERAL MOTORS,Emmanuel Atkins,14290471 1071,SUEMY,7933 Malesuada Rd.,"$6,292",555-851-8408,Q5R 4U6
21/06/2021 04:41:54,COMBUSTIBLE,MAPFRE SEGUROS,Kelsey Adams,39820703 2752,EDGAR,270-4900 Convallis St.,"$6,402",552-725-1886,U6L 6F5
15/11/2020 03:01:18,PAGO DIRECTO,SEGUROS ATLAS,Gary Levy,30934857 3055,EDGAR,386-111 Praesent Av.,"$6,505",554-142-6882,B3C 3P7
13/03/2022 12:04:52,PAGO DIRECTO,MAPFRE SEGUROS,Wylie Hughes,88026758 6478,TANIA,4661 Dictum. Street,"$3,545",557-474-5135,A5J 8U1
23/05/2020 02:52:05,AUXILIO VIAL,MAPFRE SEGUROS,Nero Holmes,78690344 4997,SUEMY,"Ap #374-6489 Tincidunt, St.","$2,506",554-118-6378,S1K 4X3
18/06/2020 03:19:00,AUXILIO VIAL,MAZDA,Hiroko Pearson,17505742 7734,TANIA,Ap #907-7711 Dis Rd.,"$2,279",553-272-2485,U0L 8Y1
16/05/2021 06:39:15,COMBUSTIBLE,MAPFRE SEGUROS,Uma Goodwin,45777860 7112,TANIA,821-4515 Adipiscing Avenue,$564,554-811-6498,L2I 2K1
16/01/2022 12:16:06,GRUA,GENERAL MOTORS,Fuller Matthews,48747818 1851,SUEMY,Ap #923-9886 Tincidunt. Rd.,"$2,497",556-746-6182,T5G 6P1
27/05/2021 08:27:46,URGENCIAS HOSPITAL,SEGUROS ATLAS,Althea Black,08896689 4331,SUEMY,"P.O. Box 951, 6007 Donec St.","$9,127",556-255-2940,O5G 2J4
30/12/2021 02:41:11,URGENCIAS HOSPITAL,GNP,Aristotle Berger,19539012 6375,SUSANA,Ap #946-3607 Condimentum. Avenue,"$8,690",555-810-3501,J7Q 8B3
08/06/2021 03:03:35,AUXILIO VIAL,MAZDA,Keith Compton,21475360 7095,SUEMY,"Ap #957-213 Vitae, Rd.","$3,291",558-847-6732,I4O 5X5
14/11/2020 07:47:21,URGENCIAS HOSPITAL,MAZDA,Wanda Mckay,35328625 3440,EDGAR,"P.O. Box 568, 6145 Mattis. Av.",$411,552-408-7529,R0U 4V8
18/12/2020 03:04:14,PAGO DIRECTO,GONER,Sopoline Harmon,65123264 7573,ANDRES,Ap #203-4926 Diam. St.,"$5,770",553-964-5734,W4P 1M3
22/06/2020 01:06:07,COMBUSTIBLE,SEGUROS ATLAS,Buckminster George,21860762 4351,RIGOBERTO,630-4392 Ut Street,"$7,941",558-231-3223,H1P 4W2
