fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
20/11/2021 03:32:57,AUXILIO VIAL,MAZDA,Celeste Dorsey,78186855 5824,TANIA,Ap #685-4109 Elit. Street,"$7,853",556-674-1503,N3B 3S7
07/01/2022 07:59:29,PAGO DIRECTO,MAPFRE SEGUROS,Randall Reeves,54812380 5534,EDGAR,5072 Tellus Road,"$5,894",558-698-2715,R2Q 2J6
17/06/2021 08:47:02,AUXILIO VIAL,MAPFRE SEGUROS,Patience Kirk,66762969 8103,RIGOBERTO,Ap #995-4078 Elit Rd.,"$7,277",557-845-9338,F6L 9L4
28/07/2020 01:48:18,URGENCIAS HOSPITAL,SEGUROS ATLAS,Ima Hooper,71376516 7115,EDGAR,"590-2771 Vulputate, St.","$2,798",556-819-1384,J7V 9L6
24/12/2020 09:04:11,CASETAS,MAPFRE SEGUROS,Xenos Walsh,67316800 4018,SUEMY,"P.O. Box 130, 9628 Dis Av.","$2,587",551-820-4497,Z0D 7W2
09/07/2020 05:28:18,GRUA,GONER,August Burch,58272488 9358,EDGAR,"P.O. Box 970, 3463 Purus, Ave","$4,021",553-296-0442,F8M 5M4
01/04/2021 12:54:13,PAGO DIRECTO,GONER,Thomas Wright,36842889 6489,SUSANA,4778 Nonummy. Av.,"$4,814",556-685-2443,S6P 0Y4
30/10/2020 11:36:30,GRUA,SEGUROS ATLAS,Cameron Burks,66951573 1355,MARISOL,930-6105 Sapien Rd.,"$4,974",553-335-5685,K9V 1B2
05/05/2020 05:40:34,COMBUSTIBLE,GONER,Gareth Winters,35887751 7672,RIGOBERTO,"Ap #335-6548 Auctor, Street","$6,264",556-640-5826,L5C 8Q4
12/05/2020 10:27:21,GRUA,GENERAL MOTORS,Abra Cardenas,42437740 4244,ANDRES,"P.O. Box 670, 7652 Nulla Avenue","$4,163",555-497-1753,D3K 8F8
15/08/2021 05:54:47,PAGO DIRECTO,GENERAL MOTORS,Macy Clay,88700766 2750,MARISOL,Ap #921-6122 Neque St.,"$9,162",556-642-6560,U5U 8L9
29/09/2020 05:47:02,AUXILIO VIAL,GNP,Moana Valdez,07457010 3630,ANDRES,848-8418 Sociis Rd.,"$4,631",556-620-3133,C4A 3I3
12/03/2020 10:05:10,GRUA,GNP,Nissim Horne,68823731 1660,TANIA,248-1428 Sodales St.,"$8,288",555-234-1795,F4R 4Q5
04/02/2022 04:10:40,CASETAS,GNP,Conan Martinez,63176273 7779,RIGOBERTO,"P.O. Box 532, 4235 Tempor, St.","$9,352",554-950-3643,E3L 4R6
13/10/2021 05:24:57,GRUA,GNP,Tamara Finley,21235901 6025,ANDRES,7403 Donec Road,"$8,462",553-563-2558,S3P 9P1
15/01/2020 07:30:23,CASETAS,SEGUROS ATLAS,Callum Fields,42516525 6366,RIGOBERTO,Ap #777-6372 Eu Av.,"$1,691",552-341-3802,I3B 0S1
04/06/2021 09:38:48,CASETAS,GENERAL MOTORS,Priscilla Nolan,54211337 6575,RIGOBERTO,270-7192 Ut Avenue,"$7,228",554-466-5312,L2L 1A4
09/03/2022 11:39:35,PAGO DIRECTO,GONER,Tarik Hayes,81918583 4630,SUSANA,8146 Quis St.,"$8,003",556-640-3551,L6B 5V1
20/10/2021 04:43:55,PAGO DIRECTO,MAPFRE SEGUROS,Donovan Bridges,73483255 2163,SUSANA,627-6760 Magna Ave,"$1,701",554-678-9336,D7R 7Y6
15/10/2021 02:57:55,GRUA,GNP,Shelly Powell,84862322 3372,MARISOL,Ap #709-1380 Phasellus Street,"$8,851",555-837-1275,W1J 2J3
08/04/2022 10:11:19,GRUA,SEGUROS ATLAS,Ralph Berry,28640931 7104,SUEMY,572-9472 Sagittis St.,"$8,437",556-628-4172,K5L 7C3
10/08/2020 11:46:06,GRUA,GENERAL MOTORS,Edan Mcleod,37793672 9165,TANIA,368-6390 Nulla. Street,"$3,614",559-433-3428,U7U 1I4
10/07/2020 09:00:31,PAGO DIRECTO,GONER,Nell Pruitt,12663181 4751,ANDRES,"628-8774 Non, Rd.","$4,238",552-795-4607,J6G 8M8
13/10/2021 11:47:37,COMBUSTIBLE,MAPFRE SEGUROS,Courtney Richard,18612863 0756,CESAR,Ap #166-906 Suspendisse Rd.,"$2,601",558-798-4144,W5N 8K4
09/10/2020 02:51:18,COMBUSTIBLE,MAPFRE SEGUROS,Uriah Dunlap,11372256 7497,MARISOL,960-2723 Aliquam Rd.,"$4,420",554-811-6567,P7E 8W1
06/10/2021 03:46:17,COMBUSTIBLE,MAPFRE SEGUROS,Aphrodite Farmer,33608340 4605,ANDRES,190-2559 Euismod Rd.,"$1,336",554-634-6352,Y8C 0H7
04/09/2020 02:04:03,COMBUSTIBLE,GONER,Eagan Burris,13302217 6689,SUEMY,836-1885 Id Rd.,"$5,547",557-114-6585,M2M 9I3
03/03/2021 02:27:26,COMBUSTIBLE,MAPFRE SEGUROS,Lee Barker,62511335 5737,EDGAR,8232 Arcu. St.,"$7,810",557-518-2508,G4J 1F6
12/06/2021 11:27:29,URGENCIAS HOSPITAL,MAPFRE SEGUROS,Baxter Hoffman,37998712 6183,SUEMY,553-7860 Augue St.,"$3,527",552-264-3384,G6N 1C1
06/03/2021 04:40:18,CASETAS,GNP,Hayes George,68433533 4507,MARISOL,651-1682 Non Rd.,"$6,281",557-341-9748,Y9E 3X5
07/03/2022 08:21:41,PAGO DIRECTO,MAZDA,Roth Norman,11227913 2166,SUEMY,380-6408 Lobortis Ave,"$4,423",553-589-7648,T9R 1F5
05/03/2022 05:23:15,AUXILIO VIAL,SEGUROS ATLAS,Molly Rollins,92036778 2183,EDGAR,"548-3745 Dui, Rd.","$7,302",557-441-5883,Q5I 1F4
14/04/2022 02:55:57,PAGO DIRECTO,GONER,Magee Hobbs,82995312 1524,RIGOBERTO,713-202 Et Street,"$9,619",557-955-8119,Q8Y 5E3
08/06/2021 04:49:55,COMBUSTIBLE,GENERAL MOTORS,Hedwig Singleton,35922255 3204,EDGAR,392-6389 Turpis St.,"$2,025",553-381-2398,J5C 7Q9
02/02/2021 01:32:35,GRUA,MAPFRE SEGUROS,Marshall Cleveland,16712745 4184,CESAR,1743 Semper. Rd.,"$4,786",557-389-3209,C6Y 4F7
02/02/2021 12:33:18,COMBUSTIBLE,GNP,Zelenia Marquez,51801883 8356,TANIA,715-1802 Nunc St.,"$1,425",558-531-2853,U4E 4C1
18/09/2020 01:31:54,GRUA,GENERAL MOTORS,Joan Wallace,34286465 4164,MARISOL,378-291 Neque. Ave,"$5,328",555-523-4204,U3A 5N3
10/12/2021 09:11:14,AUXILIO VIAL,MAZDA,Erica Carson,39461828 9723,RIGOBERTO,Ap #132-4498 Cras St.,"$1,243",553-584-0508,D2X 4A2
04/09/2021 12:49:49,GRUA,MAPFRE SEGUROS,Akeem Nguyen,76456213 3651,SUEMY,1565 Adipiscing Ave,"$3,325",553-340-5677,T3Y 9G7
03/07/2020 11:08:45,PAGO DIRECTO,SEGUROS ATLAS,Nathan Beard,46453354 9816,ANDRES,Ap #868-1540 Aenean Rd.,"$7,798",559-877-6512,X5P 2B4
08/06/2021 03:47:39,CASETAS,GNP,Althea Day,56987020 4593,RAMIRO,8345 Integer St.,"$9,322",554-438-6294,G1L 7S6
12/09/2020 06:20:34,URGENCIAS HOSPITAL,GONER,Lyle Barnett,63592175 7081,CESAR,"268-3989 Non, Rd.","$2,628",558-241-4914,R9M 0M2
