fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
25/05/2021 01:51:02,GRUA,GENERAL MOTORS,Raya Wheeler,78237965 5639,RIGOBERTO,550-456 Rutrum Ave,"$9,365",552-984-2466,S2B 3E2
31/12/2020 11:31:55,PAGO DIRECTO,MAZDA,Christian Mercado,66134643 1315,ANDRES,887-3705 A Avenue,"$1,839",557-819-9601,U8G 3H7
13/06/2020 03:28:00,AUXILIO VIAL,GONER,Jonas Gomez,86210577 3477,SUEMY,782 Consectetuer Street,"$9,676",559-364-0878,H0M 2C8
11/08/2021 07:25:03,AUXILIO VIAL,GENERAL MOTORS,Cruz Wiley,73429441 7161,RIGOBERTO,908-8993 At Rd.,"$6,728",553-501-0576,U9N 2U7
17/07/2021 02:06:24,COMBUSTIBLE,MAPFRE SEGUROS,Ezra Marshall,51468666 4452,RIGOBERTO,Ap #128-1164 Orci Avenue,"$9,838",556-281-3622,K2K 6Y5
31/05/2020 04:50:58,AUXILIO VIAL,MAZDA,Martina Wilcox,15667680 4019,RAMIRO,625-9551 Dolor St.,"$2,510",556-633-3748,G2R 4X5
06/10/2020 12:55:51,CASETAS,GONER,Brynne Greene,28186186 5786,EDGAR,Ap #824-407 Ante Rd.,"$5,235",553-161-7135,U7B 2D3
23/01/2022 11:06:31,GRUA,MAPFRE SEGUROS,Noah Scott,31334798 8525,CESAR,Ap #375-5556 Primis Street,"$4,746",557-122-6216,D2Q 5P3
13/02/2021 03:48:16,GRUA,GONER,Lane Holland,98133515 1594,TANIA,715 Quis Rd.,"$5,603",559-882-7099,W5H 2O4
27/05/2020 10:33:10,GRUA,GENERAL MOTORS,Chancellor Randolph,54319747 2321,SUEMY,9653 Sapien. Rd.,"$1,365",555-481-0526,E7V 8R5
26/05/2020 04:31:44,GRUA,GENERAL MOTORS,Knox Love,04878575 5718,MARISOL,Ap #370-4098 Tellus Street,"$6,851",557-848-3961,N8N 6E4
25/02/2022 09:20:45,CASETAS,SEGUROS ATLAS,Avye Walsh,36637398 4580,MARISOL,205-6429 Phasellus Avenue,"$8,850",556-365-8362,O1U 6J2
10/09/2021 04:09:46,URGENCIAS HOSPITAL,GNP,Virginia Bird,89838795 3153,ANDRES,Ap #723-8344 Ac St.,"$7,863",554-374-6541,G6K 6Q5
11/05/2020 09:03:20,COMBUSTIBLE,MAZDA,Elton Cummings,53286584 7172,RAMIRO,Ap #816-9364 Ligula. Ave,"$3,609",552-489-4349,L0G 6L8
08/05/2021 10:09:20,GRUA,GNP,Nina Goff,09871222 5307,CESAR,Ap #353-9392 Duis Rd.,$523,555-252-4189,W8H 4H5
07/01/2022 04:57:47,AUXILIO VIAL,GNP,Pascale Sutton,02281018 3548,RIGOBERTO,Ap #362-5625 Nec Rd.,$879,559-672-7625,V7N 5C6
09/08/2021 05:23:39,COMBUSTIBLE,GENERAL MOTORS,MacKenzie Cash,84697863 5456,MARISOL,Ap #111-933 Nam St.,"$6,525",555-452-9828,R7M 3Z2
19/09/2021 11:29:02,AUXILIO VIAL,MAPFRE SEGUROS,Barrett Rice,27177528 7083,SUSANA,725-8750 Vivamus Av.,"$8,122",557-583-7116,G1A 9M1
03/09/2020 07:31:02,URGENCIAS HOSPITAL,GNP,Alice Gomez,87187687 6248,ANDRES,"P.O. Box 585, 6920 Vivamus St.","$4,095",556-342-4892,P4Q 7U3
20/05/2021 06:25:08,GRUA,MAZDA,Cameron Porter,39513850 5589,MARISOL,"8899 Aliquet, St.","$8,467",552-802-7118,C5Y 0W8
29/09/2020 01:23:49,URGENCIAS HOSPITAL,SEGUROS ATLAS,Kiara Cantu,16756644 0821,RIGOBERTO,155-4743 Tristique Rd.,"$4,987",558-760-8451,L2K 5D0
12/06/2021 01:00:00,CASETAS,MAZDA,Paula Maldonado,38827473 3477,MARISOL,"P.O. Box 467, 4168 Mauris Ave","$5,021",555-558-2860,Z7N 2B5
07/02/2022 06:33:17,URGENCIAS HOSPITAL,GNP,Ria Smith,13070576 8813,SUEMY,123-9446 Enim Road,"$6,054",555-673-3101,H5U 9K2
10/02/2020 12:01:20,URGENCIAS HOSPITAL,SEGUROS ATLAS,Sage Compton,81180624 1314,RIGOBERTO,"P.O. Box 756, 2004 Vulputate St.",$918,559-552-0151,S1X 4M6
09/03/2020 03:22:30,GRUA,GONER,Guinevere Marshall,32177785 3143,RIGOBERTO,Ap #639-9492 Ac Rd.,"$4,821",551-622-4827,R0R 4P7
