fechaOc,servicio,nombreCliente,titular,noPoliza,assistant,origen,importe,telefono,placa
28/07/2020 12:23:10,GRUA,GONER,Candace Washington,76546249 7101,ANDRES,102-2697 Sit Avenue,"$9,665",552-574-1643,Z3T 7G6
05/05/2021 07:19:50,URGENCIAS HOSPITAL,MAZDA,Tatum Herman,23779541 2953,MARISOL,"Ap #107-774 Elit, Ave","$2,213",554-410-2421,U7C 6H0
09/01/2022 04:50:47,CASETAS,GONER,Zahir Munoz,47501685 6578,RIGOBERTO,5231 Nisi. St.,"$3,413",555-244-6664,S0I 5Y6
27/04/2022 05:50:32,AUXILIO VIAL,GNP,September Casey,64673543 6855,TANIA,641-7387 Feugiat Rd.,"$2,587",552-241-1035,N8G 8N8
25/07/2020 04:32:24,PAGO DIRECTO,SEGUROS ATLAS,Yen Hopkins,48826470 6552,RAMIRO,118-7041 Justo. Street,"$9,953",559-122-0703,Q1M 4F2
26/02/2021 04:34:48,CASETAS,GNP,Paul Snow,31263765 8867,RIGOBERTO,559-9160 Risus. St.,"$4,978",555-717-8143,C7C 3O0
27/07/2020 12:56:32,AUXILIO VIAL,GNP,Dora Mclaughlin,38478181 1094,SUSANA,"P.O. Box 818, 4881 Mauris Ave","$3,451",552-112-6234,U0J 5H8
03/06/2020 06:24:51,COMBUSTIBLE,GONER,Gwendolyn Shepard,24357058 6596,SUSANA,Ap #578-4110 Et Rd.,"$8,763",558-833-3888,W5H 1R6
30/11/2020 06:49:53,URGENCIAS HOSPITAL,MAZDA,Travis Bond,75899775 2418,SUEMY,Ap #167-8486 Massa. St.,"$1,217",554-554-2325,X5O 0Q6
11/08/2020 09:56:33,CASETAS,GONER,Skyler Puckett,37540653 3310,CESAR,768-4600 Pellentesque Av.,$846,556-656-9814,P2D 0E5
21/09/2021 01:01:29,GRUA,GENERAL MOTORS,Raymond Becker,73678045 3267,SUSANA,1074 Egestas Street,"$3,205",558-540-3343,A4V 2K6
13/07/2021 11:20:26,AUXILIO VIAL,MAPFRE SEGUROS,Hayfa Mendez,16182517 2264,EDGAR,Ap #250-976 Porttitor Ave,"$8,926",558-477-8945,X4O 6B8
